
中国港澳台👉全网,#genre#
中国教育4台[785*576],http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226557/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBzZToIaOOoaa_jAUfhUQHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOD9BEmVSNbqSQpqXZxnxbk%2CEND



咪咕频道👉全网,#genre#


CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV16,http://112.103.140.109:9003/hls/16/index.m3u8
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
cct4欧洲,http://z.b.bkpcp.top/m.php?id=cctv4o
cct4美洲,http://z.b.bkpcp.top/m.php?id=cctv4m
家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
东方影视,http://z.b.bkpcp.top/m.php?id=shys
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
七彩戏剧,http://z.b.bkpcp.top/m.php?id=qcxj
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq

CCTV1,http://ttkx.cc:1380/公5558/mg9.php?id=cctv1
CCTV2,http://ttkx.cc:1380/公5558/mg9.php?id=cctv2
CCTV3,http://ttkx.cc:1380/公5558/mg9.php?id=cctv3
CCTV4,http://ttkx.cc:1380/公5558/mg9.php?id=cctv4
CCTV5,http://ttkx.cc:1380/公5558/mg9.php?id=cctv5
CCTV5+,http://ttkx.cc:1380/公5558/mg9.php?id=cctv5p
CCTV6,http://ttkx.cc:1380/公5558/mg9.php?id=cctv6
CCTV7,http://ttkx.cc:1380/公5558/mg9.php?id=cctv7
CCTV8,http://ttkx.cc:1380/公5558/mg9.php?id=cctv8
CCTV9,http://ttkx.cc:1380/公5558/mg9.php?id=cctv9
CCTV10,http://ttkx.cc:1380/公5558/mg9.php?id=cctv10
CCTV11,http://ttkx.cc:1380/公5558/mg9.php?id=cctv11
CCTV12,http://ttkx.cc:1380/公5558/mg9.php?id=cctv12
CCTV13,http://ttkx.cc:1380/公5558/mg9.php?id=cctv13
CCTV14,http://ttkx.cc:1380/公5558/mg9.php?id=cctv14
CCTV15,http://ttkx.cc:1380/公5558/mg9.php?id=cctv15
CCTV17,http://ttkx.cc:1380/公5558/mg9.php?id=cctv17

CGT西语,http://ttkx.cc:1380/公5558/mg9.php?id=cgtne
CGT法语,http://ttkx.cc:1380/公5558/mg9.php?id=cgtnf
发现之旅,http://ttkx.cc:1380/公5558/mg9.php?id=fxzl
中学生台,http://ttkx.cc:1380/公5558/mg9.php?id=zxs
广东卫视,http://ttkx.cc:1380/公5558/mg9.php?id=gdws
江苏教育,http://ttkx.cc:1380/公5558/mg9.php?id=jsjy
军事大片,http://ttkx.cc:1380/公5558/mg9.php?id=jsdp
熊猫1,http://ttkx.cc:1380/公5558/mg9.php?id=xm1
熊猫2,http://ttkx.cc:1380/公5558/mg9.php?id=xm2
熊猫6,http://ttkx.cc:1380/公5558/mg9.php?id=xm6
熊猫7,http://ttkx.cc:1380/公5558/mg9.php?id=xm7 
熊猫8,http://ttkx.cc:1380/公5558/mg9.php?id=xm8

青田电视,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476195.m3u8
广东珠江,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476221.m3u8

广港澳台👉全网,#genre#
Plus即时,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
重温经典,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
普宁综合,http://121.11.160.7:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
揭东综合,http://121.11.160.7:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
潮州综合,http://121.11.160.7:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://121.11.160.7:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://121.11.160.7:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,http://121.11.160.7:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://121.11.160.7:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东湾区,http://121.11.160.7:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广东经济,http://121.11.160.7:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://121.11.160.7:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
广东嘉佳,http://121.11.160.7:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0

广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146
广东新闻,http://14.112.86.85:4022/udp/239.77.0.173:5146
广东民生,http://14.112.86.85:4022/udp/239.77.0.225:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.168:5146
广东影视,http://14.112.86.85:4022/udp/239.77.0.217:5146
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146
广东新闻,http://125.89.163.44:8888/udp/239.77.0.173:5146
广东民生,http://125.89.163.44:8888/udp/239.77.0.225:5146
广东体育,http://125.89.163.44:8888/udp/239.77.0.112:5146
广东影视,http://125.89.163.44:8888/udp/239.77.0.217:5146
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线直播,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist_w10.m3u8
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线生活,https://tv.mytvsuper.xyz/tvb/shenghuo/stream.m3u8
无线生活,http://205.185.123.236:8899/tvb/shenghuo/stream.m3u8
无线生活,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist.m3u8
无线星河粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河国,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8
无线星河国,http://205.185.123.236:8899/tvb/xinghe/xinghe.m3u8
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
千禧经典,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
千禧经典,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
Now爆谷,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
Now星影,http://205.185.123.236:8899/1/xingyingtai/xingying.m3u8
美亚电影粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
天映马国,http://205.185.123.236:8899/astro/tianying/tianying.m3u8
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
动作电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
影迷电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
RTHK-31,p3p://108.181.32.169:54829/64101f330006ab429853d45f7940453b
RTHK-32,p3p://108.181.32.169:54829/641020b00001b8599859a360613572d7
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
民视闽南,rtmp://f13h.mine.nu/sat/tv051
中视闽南,rtmp://f13h.mine.nu/sat/tv091
华视闽南,rtmp://f13h.mine.nu/sat/tv111
台视闽南,rtmp://f13h.mine.nu/sat/tv071
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森财经,http://103.193.151.158:8500/live.m3u8?c=6
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
GBN新闻英,http://103.193.151.158:8500/live.m3u8?c=18
NHK新闻英,http://61.221.215.25:8800/hls/51/index.m3u8
tvbs闽南,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球国,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN体育贰,rtmp://f13h.mine.nu/sat/tv741
amc电影英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合英,http://61.221.215.25:8800/hls/1/index.m3u8
momoTV,rtmp://f13h.mine.nu/sat/tv761
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
tvbs闽南,http://37.27.111.214:8080/live/23/hls.m3u8
民视闽南,http://37.27.111.214:8080/live/6/hls.m3u8
中视闽南,http://37.27.111.214:8080/live/7/hls.m3u8
华视闽南,http://37.27.111.214:8080/live/8/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
三立综合,http://37.27.111.214:8080/live/31/hls.m3u8
tvbs欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
龙华洋片,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅国,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV原视,http://37.27.111.214:8080/live/2/hls.m3u8
动画动漫,http://37.27.111.214:8080/live/57/hls.m3u8
Nick动画壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick动画贰,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo亲子国,http://37.27.111.214:8080/live/3/hls.m3u8
博斯高球壹,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动壹,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
mTV音乐,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
探案电影,http://37.27.111.214:8080/live/11/hls.m3u8
CINEMA-,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BlOOm-BERg,http://37.27.111.214:8080/live/34/hls.m3u8
DWnews,http://37.27.111.214:8080/live/46/hls.m3u8
CNBc_英,http://37.27.111.214:8080/live/102/hls.m3u8
互动英語,http://37.27.111.214:8080/live/54/hls.m3u8

广东频道👉组建,#genre#
无线翡翠高清,http://119.32.12.32:2901/udp/224.1.100.121:11111
无线翡翠标清,http://119.32.12.32:2901/udp/224.1.100.1:11111
无线明珠高清,http://119.32.12.32:2901/udp/224.1.100.123:11111
无线明珠标清,http://119.32.12.32:2901/udp/224.1.100.2:11111
凤凰卫视标清,http://119.32.12.32:2901/udp/224.1.100.3:11111
星空卫视标清,http://119.32.12.32:2901/udp/224.1.100.13:11111
澳亚卫视高清,http://119.32.12.32:2901/udp/224.1.100.12:11111
广东珠江高清,http://119.32.12.32:2901/udp/224.1.100.23:11111
广东新闻标清,http://119.32.12.32:2901/udp/224.1.100.5:11111
广东民生标清,http://119.32.12.32:2901/udp/224.1.100.4:11111
广东体育高清,http://119.32.12.32:2901/udp/224.1.100.34:11111
广东影视标清,http://119.32.12.32:2901/udp/224.1.100.11:11111
广东湾区标清,http://119.32.12.32:2901/udp/224.1.100.7:11111
广东少儿标清,http://119.32.12.32:2901/udp/224.1.100.9:11111
广东经济标清,http://119.32.12.32:2901/udp/224.1.100.6:11111
广东戏曲标清,http://119.32.12.32:2901/udp/224.1.100.120:11111
广州综合高清,http://119.32.12.32:2901/udp/224.1.100.36:11111
广州新闻高清,http://119.32.12.32:2901/udp/224.1.100.38:11111
广州法治高清,http://119.32.12.32:2901/udp/224.1.100.17:11111
广州法治标清,http://119.32.12.32:2901/udp/224.1.100.18:11111
广州竞赛高清,http://119.32.12.32:2901/udp/224.1.100.105:11111
CCTV-01高清,http://119.32.12.32:2901/udp/224.1.100.90:11111
CCTV-02高清,http://119.32.12.32:2901/udp/224.1.100.94:11111
CCTV-03高清,http://119.32.12.32:2901/udp/224.1.100.64:11111
CCTV-04高清,http://119.32.12.32:2901/udp/224.1.100.104:11111
CCTV-05高清,http://119.32.12.32:2901/udp/224.1.100.82:11111
CCTV-5+高清,http://119.32.12.32:2901/udp/224.1.100.25:11111
CCTV-06高清,http://119.32.12.32:2901/udp/224.1.100.84:11111
CCTV-07高清,http://119.32.12.32:2901/udp/224.1.100.27:11111
CCTV-08高清,http://119.32.12.32:2901/udp/224.1.100.86:11111
CCTV-09高清,http://119.32.12.32:2901/udp/224.1.100.29:11111
CCTV-10高清,http://119.32.12.32:2901/udp/224.1.100.76:11111
CCTV-11高清,http://119.32.12.32:2901/udp/224.1.100.44:11111
CCTV-12高清,http://119.32.12.32:2901/udp/224.1.100.78:11111
CCTV-13高清,http://119.32.12.32:2901/udp/224.1.100.69:11111
CCTV-14高清,http://119.32.12.32:2901/udp/224.1.100.80:11111
CCTV-15高清,http://119.32.12.32:2901/udp/224.1.100.42:11111
北京卫视高清,http://119.32.12.32:2901/udp/224.1.100.100:11111
东方卫视高清,http://119.32.12.32:2901/udp/224.1.100.48:11111
浙江卫视高清,http://119.32.12.32:2901/udp/224.1.100.52:11111
江苏卫视高清,http://119.32.12.32:2901/udp/224.1.100.46:11111
湖南卫视高清,http://119.32.12.32:2901/udp/224.1.100.98:11111
广东卫视高清,http://119.32.12.32:2901/udp/224.1.100.96:11111
深圳卫视高清,http://119.32.12.32:2901/udp/224.1.100.40:11111
天津卫视高清,http://119.32.12.32:2901/udp/224.1.100.62:11111
安徽卫视高清,http://119.32.12.32:2901/udp/224.1.100.66:11111
辽宁卫视高清,http://119.32.12.32:2901/udp/224.1.100.92:11111
山东卫视高清,http://119.32.12.32:2901/udp/224.1.100.50:11111
河北卫视高清,http://119.32.12.32:2901/udp/224.1.100.19:11111
河北卫视标清,http://119.32.12.32:2901/udp/224.1.100.20:11111
河南卫视高清,http://119.32.12.32:2901/udp/224.1.100.74:11111
江西卫视高清,http://119.32.12.32:2901/udp/224.1.100.54:11111
湖北卫视高清,http://119.32.12.32:2901/udp/224.1.100.68:11111
四川卫视高清,http://119.32.12.32:2901/udp/224.1.100.72:11111
贵州卫视高清,http://119.32.12.32:2901/udp/224.1.100.58:11111
重庆卫视高清,http://119.32.12.32:2901/udp/224.1.100.102:11111
广西卫视高清,http://119.32.12.32:2901/udp/224.1.100.110:11111
云南卫视高清,http://119.32.12.32:2901/udp/224.1.100.21:11111
东南卫视高清,http://119.32.12.32:2901/udp/224.1.100.56:11111
海南卫视高清,http://119.32.12.32:2901/udp/224.1.100.15:11111
海南卫视标清,http://119.32.12.32:2901/udp/224.1.100.16:11111
宁夏卫视标清,http://119.32.12.32:2901/udp/224.1.100.8:11111
甘肃卫视高清,http://119.32.12.32:2901/udp/224.1.100.10:11111
吉林卫视高清,http://119.32.12.32:2901/udp/224.1.100.60:11111
CETV-01高清,http://119.32.12.32:2901/udp/224.1.100.107:11111
CETV-04高清,http://119.32.12.32:2901/udp/224.1.100.109:11111
动作电影高清,http://119.32.12.32:2901/udp/224.1.100.131:11111
劲爆体育高清,http://119.32.12.32:2901/udp/224.1.100.129:11111
北京纪实高清,http://119.32.12.32:2901/udp/224.1.100.115:11111
北京少儿标清,http://119.32.12.32:2901/udp/224.1.100.112:11111
金鹰卡通高清,http://119.32.12.32:2901/udp/224.1.100.113:11111
优漫卡通标清,http://119.32.12.32:2901/udp/224.1.100.119:11111
茶道频道高清,http://119.32.12.32:2901/udp/224.1.100.117:11111

四川重庆频道👉全网,#genre#
万州电视,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆时尚购物,https://tvlive.ugoshop.com/ugotvlive/ssgotv.m3u8?auth_key=2312509421-0-0-6642ec3645caa943da6855a9ef7e2129
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
万州科教,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
达州通川,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
万源新闻,http://live.wanyuannews.com/wytv/hd/live.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8?zsicd
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8?zsicd
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
凉山,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
万盛新闻综合,http://stream0.tv41.ru/live.m3u8
万载综合,http://ls.qingting.fm/live/273.m3u8
万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd

体育频道👉全网,#genre#


纬来篮球,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来篮球,rtmp://f13h.mine.nu/sat/tv721
精品体育,https://epg.pw/stream/f7556eccd4ae06b0c2991fdc7a4f8388496559f728cc82459a8e50346040e226.m3u8
精品体育,https://epg.pw/stream/94ed0232b61ce8d89883160a4cdfbfc8f3225cae70ef8e17d93eec249a3c8ad6.m3u8
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
超级体育,,https://epg.pw/stream/b5b459fdf6a6a42903675a6e0b7dea1a98b65b4821289b293c9676167fa75c74.m3u8
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8
足球,https://epg.pw/stream/c7df950876e6a1ceb8be74ee86f9f702cebbbae29f1d15124ef8f86fd43161cf.m3u8
风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
先锋乒羽,http://wouu.net:9977/udp/239.93.42.56:5140?Cf=cfss.cc
CCTV台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
CCTV台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
