🏆欧洲杯赛事🏆,#genre#
浙江卫视,http://117.175.185.226:4088/rtp/239.11.0.70:5140
江苏卫视,http://117.175.185.226:4088/rtp/239.11.0.76:5140
广东卫视,http://117.175.185.226:4088/rtp/239.11.0.115:5140
深圳卫视,http://117.175.185.226:4088/rtp/239.11.0.71:5140
东方卫视,http://117.175.185.226:4088/rtp/239.11.0.68:5140
海南卫视,http://117.175.185.226:4088/rtp/239.11.0.193:5140
天津卫视,http://117.175.185.226:4088/rtp/239.11.0.123:5140
重庆卫视,http://117.175.185.226:4088/rtp/239.11.0.116:5140
辽宁卫视,http://117.175.185.226:4088/rtp/239.11.0.118:5140
东南卫视,http://117.175.185.226:4088/rtp/239.11.0.41:5140
广西卫视,http://117.175.185.226:4088/rtp/239.11.0.48:5140
河北卫视,http://117.175.185.226:4088/rtp/239.11.0.31:5140
山西卫视,http://117.175.185.226:4088/rtp/239.11.0.32:5140
陕西卫视,http://117.175.185.226:4088/rtp/239.11.0.54:5140
贵州卫视,http://117.175.185.226:4088/rtp/239.11.0.51:5140
湖北卫视,http://117.175.185.226:4088/rtp/239.11.0.74:5140
青海卫视,http://117.175.185.226:4088/rtp/239.11.0.56:5140
河南卫视,http://117.175.185.226:4088/rtp/239.11.0.44:5140
山东卫视,http://117.175.185.226:4088/rtp/239.11.0.73:5140
安徽卫视,http://117.175.185.226:4088/rtp/239.11.0.117:5140
宁夏卫视,http://117.175.185.226:4088/rtp/239.11.0.57:5140
甘肃卫视,http://117.175.185.226:4088/rtp/239.11.0.55:5140
西藏卫视,http://117.175.185.226:4088/rtp/239.11.0.53:5140
内蒙古卫视,http://117.175.185.226:4088/rtp/239.11.0.33:5140

北京卫视,http://120.234.5.29:6000/udp/239.20.0.121:2040
浙江卫视,http://120.234.5.29:6000/udp/239.20.0.169:2136
江苏卫视,http://120.234.5.29:6000/udp/239.20.0.170:2138
天津卫视,http://120.234.5.29:6000/udp/239.20.0.171:2140
山东卫视,http://120.234.5.29:6000/udp/239.20.0.172:2142
东方卫视,http://120.234.5.29:6000/udp/239.20.0.173:2144
东南卫视,http://120.234.5.29:6000/udp/239.20.0.58:3168
河南卫视,http://120.234.5.29:6000/udp/239.21.0.104:3756
湖南卫视,http://120.234.5.29:6000/udp/239.20.0.105:2008
深圳卫视,http://120.234.5.29:6000/udp/239.20.0.122:2042
黑龙江卫视,http://120.234.5.29:6000/udp/239.20.0.123:2044
湖北卫视,http://120.234.5.29:6000/udp/239.20.0.124:2046
辽宁卫视,http://120.234.5.29:6000/udp/239.20.0.175:2148
广西卫视,http://120.234.5.29:6000/udp/239.20.0.15:3344
吉林卫视,http://120.234.5.29:6000/udp/239.20.0.54:3184
江西卫视,http://120.234.5.29:6000/udp/239.20.0.55:3180
河北卫视,http://120.234.5.29:6000/udp/239.20.0.56:3176
安徽卫视,http://120.234.5.29:6000/udp/239.20.0.193:2184
四川卫视,http://120.234.5.29:6000/udp/239.20.0.194:2186
重庆卫视,http://120.234.5.29:6000/udp/239.20.0.195:2188
贵州卫视,http://120.234.5.29:6000/udp/239.20.0.212:2222

深圳卫视,http://120.197.112.28:9901/tsfile/live/faacts/1028_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://120.197.112.28:9901/tsfile/live/faacts/1029_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://120.197.112.28:9901/tsfile/live/faacts/1030_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://120.197.112.28:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://120.197.112.28:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://120.197.112.28:9901/tsfile/live/faacts/1033_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://120.197.112.28:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://120.197.112.28:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://120.197.112.28:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://120.197.112.28:9901/tsfile/live/faacts/1037_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://120.197.112.28:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://120.197.112.28:9901/tsfile/live/faacts/1039_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://120.197.112.28:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://120.197.112.28:9901/tsfile/live/faacts/1041_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://120.197.112.28:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://120.197.112.28:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://120.197.112.28:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://120.197.112.28:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://120.197.112.28:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://120.197.112.28:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://120.197.112.28:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://120.197.112.28:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://120.197.112.28:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://120.197.112.28:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0

北京卫视,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
湖南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1058_1.m3u8
浙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1059_1.m3u8
江苏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1060_1.m3u8
东方卫视,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8
天津卫视,http://1b6467f415.iok.la:9931/tsfile/live/1064_1.m3u8
山东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
江西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1066_1.m3u8
深圳卫视,http://1b6467f415.iok.la:9931/tsfile/live/1067_1.m3u8
湖北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1068_1.m3u8
辽宁卫视,http://1b6467f415.iok.la:9931/tsfile/live/1069_1.m3u8
黑龙江视,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
四川卫视,http://1b6467f415.iok.la:9931/tsfile/live/1072_1.m3u8
重庆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1073_1.m3u8
河北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
东南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
广西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1082_1.m3u8
吉林卫视,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
云南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1081_1.m3u8
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8
山西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1084_1.m3u8
内蒙古视,http://1b6467f415.iok.la:9931/tsfile/live/1085_1.m3u8
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8
旅游卫视,http://1b6467f415.iok.la:9931/tsfile/live/1087_1.m3u8
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1090_1.m3u8
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
三少卫视,http://1b6467f415.iok.la:9931/tsfile/live/1038_1.m3u8

北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.14.181.15:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.14.181.15:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.14.181.15:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.14.181.15:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.14.181.15:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.14.181.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.14.181.15:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.14.181.15:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.14.181.15:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.14.181.15:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.14.181.15:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.14.181.15:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.14.181.15:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.14.181.15:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0


🦄央视付费频道,#genre#
CCTV兵器科技,http://58.63.64.167:8888/udp/239.253.43.18:5146
CCTV兵器科技,http://58.63.64.167:8888/udp/239.253.43.9:5146
CCTV电视指南,http://58.63.64.167:8888/udp/239.253.43.19:5146
CCTV电视指南,http://58.63.64.167:8888/udp/239.253.43.10:5146
CCTV风云足球,http://58.63.64.167:8888/udp/239.253.43.20:5146
CCTV风云足球,http://58.63.64.167:8888/udp/239.253.43.14:5146
CCTV央视台球,http://58.63.64.167:8888/udp/239.253.43.21:5146
CCTV央视台球,http://58.63.64.167:8888/udp/239.253.43.11:5146
CCTV高尔夫网球,http://58.63.64.167:8888/udp/239.253.43.22:5146
CCTV高尔夫网球,http://58.63.64.167:8888/udp/239.253.43.12:5146
CCTV女性时尚,http://58.63.64.167:8888/udp/239.253.43.23:5146
CCTV女性时尚,http://58.63.64.167:8888/udp/239.253.43.8:5146
CCTV世界地理,http://58.63.64.167:8888/udp/239.253.43.24:5146
CCTV世界地理,http://58.63.64.167:8888/udp/239.253.43.7:5146
CCTV怀旧剧场,http://58.63.64.167:8888/udp/239.253.43.25:5146
CCTV怀旧剧场,http://58.63.64.167:8888/udp/239.253.43.5:5146
CCTV风云剧场,http://58.63.64.167:8888/udp/239.253.43.26:5146
CCTV风云剧场,http://58.63.64.167:8888/udp/239.253.43.16:5146
CCTV央视文化精品,http://58.63.64.167:8888/udp/239.253.43.27:5146
CCTV央视文化精品,http://58.63.64.167:8888/udp/239.253.43.13:5146
CCTV第一剧场,http://58.63.64.167:8888/udp/239.253.43.28:5146
CCTV第一剧场,http://58.63.64.167:8888/udp/239.253.43.15:5146
CCTV风云音乐,http://58.63.64.167:8888/udp/239.253.43.29:5146
CCTV风云音乐,http://58.63.64.167:8888/udp/239.253.43.6:5146
CCTV梨园频道,http://58.63.64.167:8888/udp/239.77.0.210:5146
CCTV梨园频道,http://58.63.64.167:8888/udp/239.77.1.100:5146
CCTV兵器科技,http://117.9.171.150:8888/rtp/225.1.2.166:5002
CCTV电视指南,http://117.9.171.150:8888/rtp/225.1.2.167:5002
CCTV风云足球,http://117.9.171.150:8888/rtp/225.1.2.168:5002
CCTV高尔夫网球,http://117.9.171.150:8888/rtp/225.1.2.169:5002
CCTV央视台球,http://117.9.171.150:8888/rtp/225.1.2.170:5002
CCTV世界地理,http://117.9.171.150:8888/rtp/225.1.2.171:5002
CCTV女性时尚,http://117.9.171.150:8888/rtp/225.1.2.172:5002
CCTV怀旧剧场,http://117.9.171.150:8888/rtp/225.1.2.173:5002
CCTV风云剧场,http://117.9.171.150:8888/rtp/225.1.2.174:5002
CCTV第一剧场,http://117.9.171.150:8888/rtp/225.1.2.175:5002
CCTV风云音乐,http://117.9.171.150:8888/rtp/225.1.2.176:5002
CCTV央视文化精品,http://117.9.171.150:8888/rtp/225.1.2.177:5002
CCTV电视指南,http://113.24.136.208:8084/udp/239.1.1.90:8090
CCTV央视文化精品,http://113.24.136.208:8084/udp/239.1.1.91:8091
CCTV风云剧场,http://113.24.136.208:8084/udp/239.1.1.93:8093
CCTV第一剧场,http://113.24.136.208:8084/udp/239.1.1.94:8094
CCTV怀旧剧场,http://113.24.136.208:8084/udp/239.1.1.95:8095
CCTV风云音乐,http://113.24.136.208:8084/udp/239.1.1.96:8096
CCTV兵器科技,http://113.24.136.208:8084/udp/239.1.1.97:8097
CCTV世界地理,http://113.24.136.208:8084/udp/239.1.1.99:8099
CCTV央视台球,http://113.24.136.208:8084/udp/239.1.1.100:8100
CCTV风云足球,http://113.24.136.208:8084/udp/239.1.1.101:8101
CCTV高尔夫网球,http://113.24.136.208:8084/udp/239.1.1.102:8102
环球奇观,http://113.24.136.208:8084/udp/239.1.1.98:8098
环球旅游,http://113.24.136.208:8084/udp/239.1.1.116:8116
发现之旅,http://113.24.136.208:8084/udp/239.1.1.103:8103
中学生,http://113.24.136.208:8084/udp/239.1.1.104:8104
魅力足球高清,http://113.24.136.208:8084/udp/239.1.1.75:8075
生活时尚高清,http://113.24.136.208:8084/udp/239.1.1.76:8076
茶频道高清,http://113.24.136.208:8084/udp/239.1.1.77:8077
法治天地高清,http://113.24.136.208:8084/udp/239.1.1.79:8079
动漫秀场高清,http://113.24.136.208:8084/udp/239.1.1.80:8080
都市剧场高清,http://113.24.136.208:8084/udp/239.1.1.81:8081
金色学堂高清,http://113.24.136.208:8084/udp/239.1.1.82:8082
游戏风云高清,http://113.24.136.208:8084/udp/239.1.1.83:8083
乐游高清,http://113.24.136.208:8084/udp/239.1.1.84:8084
快乐垂钓高清,http://113.24.136.208:8084/udp/239.1.1.86:8086
老故事,http://113.24.136.208:8084/udp/239.1.1.87:8087
书画频道,http://113.24.136.208:8084/udp/239.1.1.88:8088
卡酷少儿,http://dp.sxtv.top:88/live/bestv.php?id=kkse
金鹰卡通,http://dp.sxtv.top:88/live/bestv.php?id=jykt
哈哈炫动,http://dp.sxtv.top:88/live/bestv.php?id=hhxd
嘉佳卡通,http://dp.sxtv.top:88/live/bestv.php?id=jjkt
中国天气,http://dp.sxtv.top:88/live/bestv.php?id=zgtq
财富天下,http://dp.sxtv.top:88/live/bestv.php?id=cftx
茶频道,http://dp.sxtv.top:88/live/bestv.php?id=cpd
快乐垂钓,http://dp.sxtv.top:88/live/bestv.php?id=klcd
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc4k
都市剧场,http://dp.sxtv.top:88/live/bestv.php?id=dsjc
动漫秀场,http://dp.sxtv.top:88/live/bestv.php?id=dmxc
乐游,http://dp.sxtv.top:88/live/bestv.php?id=leyou
游戏风云,http://dp.sxtv.top:88/live/bestv.php?id=yxfy
劲爆体育,http://dp.sxtv.top:88/live/bestv.php?id=jbty
魅力足球,http://dp.sxtv.top:88/live/bestv.php?id=mlzq
新视觉,http://dp.sxtv.top:88/live/bestv.php?id=xsj
法治天地,http://dp.sxtv.top:88/live/bestv.php?id=fztd
金色学堂,http://dp.sxtv.top:88/live/bestv.php?id=jsxt
七彩戏剧,http://dp.sxtv.top:88/live/bestv.php?id=qcxj
生活时尚,http://dp.sxtv.top:88/live/bestv.php?id=shss
东方财经,http://dp.sxtv.top:88/live/bestv.php?id=dfcj
星光影院,http://dp.sxtv.top:88/live/bestv.php?id=xgyy
谍战剧场,http://dp.sxtv.top:88/live/bestv.php?id=dzjc
华语影院,http://dp.sxtv.top:88/live/bestv.php?id=hyyy
全球大片,http://dp.sxtv.top:88/live/bestv.php?id=qqdp
热门剧场,http://dp.sxtv.top:88/live/bestv.php?id=rmjc
青春动漫,http://dp.sxtv.top:88/live/bestv.php?id=qcdm
宝宝动画,http://dp.sxtv.top:88/live/bestv.php?id=bbdh
电竞天堂,http://dp.sxtv.top:88/live/bestv.php?id=djtt
热门综艺,http://dp.sxtv.top:88/live/bestv.php?id=rmzy
健康养生,http://dp.sxtv.top:88/live/bestv.php?id=jkys
戏曲精选,http://dp.sxtv.top:88/live/bestv.php?id=xqjx
百变课堂,http://dp.sxtv.top:88/live/bestv.php?id=bbkt
看天下精选,http://dp.sxtv.top:88/live/bestv.php?id=ktxjx
东方影视,http://dp.sxtv.top:88/live/bestv.php?id=dfys
纪实人文,http://dp.sxtv.top:88/live/bestv.php?id=jsrw
金鹰纪实,http://dp.sxtv.top:88/live/bestv.php?id=jyjs
北京纪实科教,http://dp.sxtv.top:88/live/bestv.php?id=bjjskj
五星体育,http://dp.sxtv.top:88/live/bestv.php?id=wxty
第一财经,http://dp.sxtv.top:88/live/bestv.php?id=dycj
海峡卫视,http://dp.sxtv.top:88/live/bestv.php?id=hxws
CGTN,http://dp.sxtv.top:88/live/bestv.php?id=cgtn
中国教育1台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy1
中国教育2台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy2
中国教育4台,http://dp.sxtv.top:88/live/bestv.php?id=zgjy4
家庭影院,http://hjf.sihanlin.top:9901/tsfile/live/1112_1.m3u8
动作电影,http://hjf.sihanlin.top:9901/tsfile/live/1113_1.m3u8
高清电影,http://hjf.sihanlin.top:9901/tsfile/live/1114_1.m3u8
经典电影,http://hjf.sihanlin.top:9901/tsfile/live/1116_1.m3u8

🦄特色频道,#genre#
环球旅游,http://117.28.177.45:8605/rtp/239.61.3.66:9914
环球旅游,http://121.17.146.201:2022/rtp/239.253.93.220:6398
环球旅游,http://113.24.136.82:8082/udp/239.1.1.116:8116
环球奇观,http://36.49.53.3:8800/rtp/239.37.0.070:5540
环球奇观,http://60.223.72.168:8003/rtp/226.0.2.111:8800
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://117.28.177.45:8605/rtp/239.61.2.183:9086
凤凰中文,http://117.28.177.45:8605/rtp/239.61.2.183:9086
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
黑莓动画 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
古装剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
未知卫视 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
惊悚悬疑 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
军事评论 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
爱情喜剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
泰剧剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
怡伴健康 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
中国功夫 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
纪实人文 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
东北热剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑莓电影 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
超级电视剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
动作电影 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
上海纪实 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
北京纪实科教 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
黑莓动画 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
哒啵赛事 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
咪咕全民热练 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
电视剧轮播,http://59.48.75.130:3052/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
金鹰纪实,http://1.30.18.218:20080/hls/82/index.m3u8
游戏风云,http://1.30.18.218:20080/hls/116/index.m3u8
乐游,http://1.30.18.218:20080/hls/120/index.m3u8
都市剧场,http://1.30.18.218:20080/hls/121/index.m3u8
纪实人文,http://1.30.18.218:20080/hls/124/index.m3u8
金色学堂,http://1.30.18.218:20080/hls/130/index.m3u8
山东教育卫视,http://1.30.18.218:20080/hls/131/index.m3u8


🦄4K-8K频道,#genre#
搜狐4K,http://xuys.top:8888/rtp/225.1.2.190:5002?$天津联通
百事通4K电影,http://www.17888.fun:10000//udp/239.45.3.107:5140?$上海电信
百事通4K电影,http://nxlj.cn:1688//udp/239.45.3.107:5140?$上海电信
百事通4K纪实,http://www.17888.fun:10000//rtp/239.45.1.10:5140?$上海电信
百事通4K纪实,http://nxlj.cn:1688//rtp/239.45.1.10:5140?$上海电信
百事通4K儿童,http://www.17888.fun:10000//rtp/239.45.1.1:5140?$上海电信
百事通4K儿童,http://nxlj.cn:1688//rtp/239.45.1.1:5140?$上海电信
华数电影4K,http://220.176.218.35:8888/udp/239.252.220.212:5140?$江西上饶电信
华数电影4K,http://920425.xyz:6666/rtp/239.253.240.102:8000?$山东泰安联通
华数电影4K,http://home.sylaigym.top:8887/rtp/239.69.1.141:10482?$武汉电信
欢笑剧场4K,http://ipv4.sunjianwu.fun:8800/udp/239.49.8.106:8000?$盐成电信
欢笑剧场4K,http://qingcheng.pro:7890/udp/238.125.5.122:5140?$新疆电信
欢笑剧场4K,http://gang.pecmd.cn:6000/rtp/232.0.0.98:1234?$辽宁鞍山联通
CCTV16奥林匹克4K,http://vip.syzkgg.com:8686/rtp/239.253.64.126:5140?$三亚电信
CCTV16奥林匹克4K,http://home.sylaigym.top:8887/rtp/239.69.1.249:11136?$武汉电信
CCTV16奥林匹克4K,http://124.226.28.176:8088/rtp/239.81.0.144:4056?$钦州电信
CCTV16奥林匹克4K,http://220.176.218.35:8888/udp/239.252.220.237:5140?$江西上饶电信
CCTV4K超清,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K超清,http://124.226.28.176:8088/rtp/239.81.1.78:4056?$钦州电信
北京4K超清,http://115.171.216.54:4000/udp/225.1.8.211:8002?$昌平电信
北京4K超清,http://ikuai.zlsip.top:4022/rtp/239.3.1.249:8001$海淀联通
北京4K超清,http://114.254.219.197:8000/rtp/239.3.1.249:8001$北京联通
中录动漫4K,http://vl15191373.imwork.net:8880/udp/239.93.1.188:5140?$成都电信
乐享4K,http://vl15191373.imwork.net:8880/udp/239.93.0.43:5140?$成都电信
亲子趣学4K.http://vl15191373.imwork.net:8880/udp/239.93.1.191:5140?$成都电信
南国都市4K,http://14.145.225.21:8888/udp/239.253.43.99:5146$广州电信
南国都市4K,http://113.71.148.134:5555/udp/239.253.43.99:5146?$中山电信
广东4k超清,http://113.71.148.134:5555/udp/239.77.1.237:5146?$中山电信
广东4k超清,http://gs.jianghua.fun:8888/udp/239.77.1.237:5146?$广州电信
绚影4K,http://vl15191373.imwork.net:8880/udp/239.93.42.33:5140?$成都电信
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
河南卫视4K,http://219.156.188.59:8089/rtp/225.1.4.254:1300?$郑州联通

北京纪实科教-8K,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
CCTV-4K 超高清,http://159.75.85.63:5679/cctv4k.php
CCTV16-4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
苏州4K频道,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
北京IPTV淘电影,https://epg.pw/stream/8857ae19129490c1bcadcdc8c1aa75f2e9400f0d995bb1e974db693fbdb47e30.m3u8
欢笑剧场4K,https://live.goodiptv.club/api/cqyx.php?id=hxjc_4K
Loupe-4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Love Nrture-4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Fashion-4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
Clarity-4K (2160p)HD,https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8
Fashion-4K,http://fash2043.cloudycdn.services//slive/_definst_/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/chunklist_b10668000_t64NGs=.m3u8
苏州-4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
