//以下全部出自网络和大佬资源，如有冒犯请联系删除。[所有内容仅供学习使用，请勿用于违法用途]
//

🇨🇳直播中国,#genre#
羊城暗哨,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/215e7a6713884bcab8cc461e245531af/850.m3u8
冰山上的来客,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c86d45b176d642738dabf9da7361653b/850.m3u8
51号兵站,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/fa6557276d644b5ea399956a6bf94e59/850.m3u8
红日,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f2ee6e22cd894be1bc8c90b19f47ae2e/850.m3u8
战火中的青春,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/be0d797e3b494f5fa1cb6d48d29643f3/850.m3u8
英雄虎胆,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b7fcd0d4ebb045fe8e653ee71b4ef8fc/850.m3u8
突破乌江,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bf8ccfff8bc949a6a2ed6bcda45eb4e2/850.m3u8
三进山城,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ee157540ff2540ada0250edf3f6a3e0a/850.m3u8
苦菜花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ec47d310d888464f8446af5e6e04ded8/850.m3u8
智取华山,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ef243e3fa20544df9cc24b72ace8efa0/850.m3u8
渡江侦察记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d708e9c64aa34519af5490a793756c38/850.m3u8
奇袭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ac8b28fb66104aa7a5e3cd5a10ea986b/850.m3u8
小花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f97fb71bff5947ddaf905cc121c42ee4/850.m3u8
少林寺,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8af9ff377238407e927e597a1af47788/850.m3u8
英雄儿女,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/479d044b7a3d465fa3a5b850d36b219c/850.m3u8
大气层消失,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/45122e56521f49b68020e3e66bc28ce8/850.m3u8
霹雳贝贝,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7accc94d5590415284af5db904e4be5a/850.m3u8
泉水叮咚,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8b039f6988a04ca8b086d35031a77204/850.m3u8
柳堡的故事,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/706b979b8a934aaab677a11c410bb119/850.m3u8
李双双,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bac928d747984ed3bd17550879522f89/850.m3u8
大闹天宫,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a57c9e5e1696486e97d229a3ddb13749/850.m3u8
柳毅传书,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/2ee71b96a3574889829e17d70b3f3c02/2000.m3u8
卷席筒,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8bebd13583e341e1b9d9e1180d36aaaa/850.m3u8
铡刀下的红梅,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/6f0817bfbedd42c682d9152abd5402a3/850.m3u8
墙头马上,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c45285c6b2ac46a58d49c9351b18e369/850.m3u8
花为媒,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/48da40a19746409997717371a80fd9e6/2000.m3u8
牛郎织女,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/adc6931516694659a7b54176e4b38299/2000.m3u8
梁山伯与祝英台,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/427eb50cc6844d47bcd35d2fac737a0a/850.m3u8
铁弓缘,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/e19f3238b0ba4849aa50d6b7f1118ab9/2000.m3u8
碧玉簪,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9e90b1a2872b476b8a4f9882f9b63cde/850.m3u8
野猪林,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d2ddcbd8cdba4473a541687e683c1aca/850.m3u8
五女拜寿,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c38771a355214e97a855c213693a1153/850.m3u8
杜鹃山01,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/f468a89e0e394a718474523afe37c702/850.m3u8
杜鹃山02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5f76957927c5421e8bd75d0f53c95e4a/850.m3u8
沙家浜,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/6241c3f25a9a4dda9b05b9ba185500e0/850.m3u8
红楼梦01,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f66e935661b44ff6b80a290537d5d204/2000.m3u8
红楼梦02,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/10470613ead24f5cb435137b5f39ab98/2000.m3u8
追鱼,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/3515e586d18743be99eb6cc2004cb995/2000.m3u8
穆桂英大战洪州,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/aaa5a373d97a47d1bc95b1418b672b33/2000.m3u8
秦香莲,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f8daefadadef41989225543875268a70/2000.m3u8
王老虎抢亲,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/3b6ae81ae49f4c72b0c977023565c762/850.m3u8
女驸马,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ba29b790f8ec435ba94fc072558431f0/850.m3u8
天仙配,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/1cd056751daf430a943e63e6428c40d7/850.m3u8
李二嫂改嫁01,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/90846f6758524d78997aad89df8c37e0/850.m3u8
李二嫂改嫁02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/47a9c8216d344c2dd45f11949dbbecb5/850.m3u8
林海雪原,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5023f1dcc73b4090962ee31e017fb8e3/850.m3u8
万水千山,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/8804d527d9d94b818b42624730203fa9/850.m3u8
孙悟空三打白骨精,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e34b7a2f93d4efeaf7a583409b270cc/850.m3u8
巴黎圣母院,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/dd86918aafb042c5b51584ffcf5b0e00/850.m3u8
罗密欧与朱丽叶,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/95193e30bd454e77bc59a140f4e32ad2/850.m3u8
魂断蓝桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7fc704c5b2e04e65bab92b3986883ab3/850.m3u8
茜茜公主,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ffa8a73877194632b0278898f297d07b/850.m3u8
出水芙蓉,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/28f9967b04984830b3a1f6fb27561000/850.m3u8
桂河大桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b125a3edccb34637b336cb867e8a5d5d/850.m3u8
幸福中国年,http://cdn.u55u.cn/migu.php?id=xfzgn
新片放映厅,http://cdn.u55u.cn/migu.php?id=xpfyt
英雄联盟赛事,http://cdn.u55u.cn/migu.php?id=yxlmss
周杰伦现场,http://cdn.u55u.cn/migu.php?id=zjlxc
最强综艺趴,http://cdn.u55u.cn/migu.php?id=zqzyp
经典深圳旁边电影,http://cdn.u55u.cn/migu.php?id=jdxgdy
军事迷必看大片,http://cdn.u55u.cn/migu.php?id=jsdp
历届春晚回顾,http://cdn.u55u.cn/migu.php?id=ljcwhg
三国演义,https://live.metshop.top/yy/32788000
神医喜来乐1,https://live.metshop.top/yy/1382714119
鹿鼎记,https://live.metshop.top/yy/1355526531
武林外传,https://live.metshop.top/yy/1394000563
石敢当,https://live.metshop.top/yy/1394156613
一剑开天门,https://live.metshop.top/yy/34313906
天下第一,https://live.metshop.top/yy/1354780649
武林外传,https://live.metshop.top/yy/1382773728
狂飙,https://live.metshop.top/yy/1450496699
编辑部的故事,https://live.metshop.top/yy/1354936120
冲上云霄2,https://live.metshop.top/yy/1354933556
冲上云霄-经典港剧,https://live.metshop.top/yy/1382736833
穿越时空的爱恋,https://live.metshop.top/yy/1382735567
传奇英雄,https://live.metshop.top/yy/1382735578
传奇之王-影视剧,https://live.metshop.top/yy/1354926735
炊事班的故事II,https://live.metshop.top/yy/1382736885
大汉天子S2,https://live.metshop.top/yy/1382736807
大汉天子S3,https://live.metshop.top/yy/1382736810
大汉贤后卫子夫,https://live.metshop.top/yy/1382735569
大太监-tvb经典古装,https://live.metshop.top/yy/1382736886
狄仁杰,https://live.metshop.top/yy/1351755386
神探狄仁杰1,https://live.metshop.top/yy/1354930934
知否知否应是绿肥红瘦,https://live.metshop.top/yy/21881901
飞虎之雷霆极战,https://live.metshop.top/yy/1382736869
飞虎之潜行极战,https://live.metshop.top/yy/1354932420
纪晓岚,https://live.metshop.top/yy/1352227227
纪晓岚,https://live.metshop.top/yy/1354143978
济公游记,https://live.metshop.top/yy/1355265814
天龙八部,https://live.metshop.top/yy/1351814644
天龙八部,https://live.metshop.top/yy/1382749944
西游记后传 蓝光,https://live.metshop.top/yy/1353392400
西游记后传,https://live.metshop.top/yy/1382736846
西游记张卫健版,https://live.metshop.top/yy/1354936155
新白娘子传奇,https://live.metshop.top/yy/1354490667
狂飙,http://43.138.170.29:35455/yy/1382754187
渴望,http://43.138.170.29:35455/yy/1354930963
风筝,http://43.138.170.29:35455/yy/1382828770
顺娘,http://43.138.170.29:35455/yy/1354930945
富贵,http://43.138.170.29:35455/yy/1354926537
天道,http://43.138.170.29:35455/yy/1382735574
黑冰,http://43.138.170.29:35455/yy/1354932427
金婚,http://43.138.170.29:35455/yy/1382828768
马大帅,http://43.138.170.29:35455/yy/1353782648
都挺好,http://43.138.170.29:35455/yy/1382736892
包青天,http://43.138.170.29:35455/yy/463153
李三枪,http://43.138.170.29:35455/yy/1354936122
上海滩,http://43.138.170.29:35455/yy/1382745184
叛逆者,http://43.138.170.29:35455/yy/1382736868
宫心计,http://43.138.170.29:35455/yy/1354932429
伪装者,http://43.138.170.29:35455/yy/1382851593
小欢喜,http://43.138.170.29:35455/yy/1382737888
流金岁月,http://43.138.170.29:35455/yy/1382736891
传奇英雄,http://43.138.170.29:35455/yy/1382735578
勇敢的心,http://43.138.170.29:35455/yy/18853
康熙王朝,http://43.138.170.29:35455/yy/1382851583
正阳门下,http://43.138.170.29:35455/yy/1382851588
武林外传,http://43.138.170.29:35455/yy/411376
济公游记,http://43.138.170.29:35455/yy/21482
新封神榜,http://43.138.170.29:35455/yy/31128
插翅难逃,http://43.138.170.29:35455/yy/23402146
无敌县令,http://43.138.170.29:35455/yy/1354932390
魔幻手机,http://43.138.170.29:35455/yy/1382735544
法正先锋,http://43.138.170.29:35455/yy/1354930939
水月洞天,http://43.138.170.29:35455/yy/1462996362
汉武大帝,http://43.138.170.29:35455/yy/1355260855
我爱我家,http://43.138.170.29:35455/yy/1356212303
读心神探,http://43.138.170.29:35455/yy/1382851589
冲上云霄,http://43.138.170.29:35455/yy/1382736833
大江大河,http://43.138.170.29:35455/yy/1382736797
钟馗传说,http://43.138.170.29:35455/yy/1382736839
溏心风暴,http://43.138.170.29:35455/yy/1354888747
雍正王朝,http://43.138.170.29:35455/yy/26901
父母爱情,http://43.138.170.29:35455/yy/1382746276
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
白夜追凶,http://43.138.170.29:35455/yy/1354932359
金玉满堂,http://43.138.170.29:35455/yy/1382736881
民兵葛二蛋,http://43.138.170.29:35455/yy/1382736895
红楼梦1987,http://43.138.170.29:35455/yy/1382745084
怪医文三块,http://43.138.170.29:35455/yy/1354936154
放羊的星星,http://43.138.170.29:35455/yy/21480
忠烈杨家将,http://43.138.170.29:35455/yy/1382749909
少年包青天,http://43.138.170.29:35455/yy/1356043677
隋唐英雄传,http://43.138.170.29:35455/yy/350891
情满四合院,http://43.138.170.29:35455/yy/1382735541
雪中悍刀情,http://43.138.170.29:35455/yy/11410
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
刑事侦缉档案,http://43.138.170.29:35455/yy/1382851585
新白娘子传奇,http://43.138.170.29:35455/yy/634132
我的父亲我的兵,http://43.138.170.29:35455/yy/1353413714
穿越时空的爱恋,http://43.138.170.29:35455/yy/1382735567
特种兵之火凤凰,http://43.138.170.29:35455/yy/1356326459
神雕侠侣古天乐,http://43.138.170.29:35455/yy/12531
飞虎之雷霆极战,http://43.138.170.29:35455/yy/1382736869
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/398312
经典电视剧,http://43.138.170.29:35455/yy/1356341389
剧集_老三国,http://cfss.cc/cdn/hy/11602081.flv
剧集_新三国,http://cfss.cc/cdn/hy/11352944.flv
剧集_新水浒,http://cfss.cc/cdn/hy/11342384.flv
剧集_纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
剧集_庆余年,http://cfss.cc/cdn/hy/11352960.flv
剧集_雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
剧集_士兵突击,http://cfss.cc/cdn/hy/11342430.flv
剧集_爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
剧集_家有儿女,http://cfss.cc/cdn/hy/11352872.flv
剧集_武林外传,http://cfss.cc/cdn/hy/21059598.flv
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
女神电影✔原http://http://43.138.170.29:35455/douyu/43.747764
虎牙-林正英,http://43.138.170.29:35455/huya/11342421
虎牙-沈腾,http://43.138.170.29:35455/huya/11601968
虎牙-猫和老鼠,http://43.138.170.29:35455/huya/11352879
虎牙-成龙,http://43.138.170.29:35455/huya/11342386
虎牙-李连杰,http://43.138.170.29:35455/huya/11342390
虎牙-刘德华,http://43.138.170.29:35455/huya/11342424
虎牙-王晶,http://43.138.170.29:35455/huya/11602058
虎牙-中华小当家,http://43.138.170.29:35455/huya/11342413
虎牙-杰森·斯坦森,http://43.138.170.29:35455/huya/21059588
虎牙-喜剧专场,http://43.138.170.29:35455/huya/11602044
虎牙-甄子丹,http://43.138.170.29:35455/huya/11352935
虎牙-巨石强森,http://43.138.170.29:35455/huya/21059581
虎牙-洪金宝,http://43.138.170.29:35455/huya/11279251
虎牙-詹姆斯邦德,http://43.138.170.29:35455/huya/21059585
虎牙-徐克,http://43.138.170.29:35455/huya/11352909
虎牙-周润发,http://43.138.170.29:35455/huya/11342387
虎牙-徐峥,http://43.138.170.29:35455/huya/11602043
虎牙-许氏三杰,http://43.138.170.29:35455/huya/11602033
虎牙-黄渤,http://43.138.170.29:35455/huya/11352876
虎牙-张卫健,http://43.138.170.29:35455/huya/11342423
虎牙-冯小刚,http://43.138.170.29:35455/huya/11352906
虎牙-百鸟朝凤,http://43.138.170.29:35455/huya/15894162
虎牙-陈翔六点半,http://43.138.170.29:35455/huya/11274154
虎牙-港台电影,http://43.138.170.29:35455/huya/880261
虎牙-高分电影,http://43.138.170.29:35455/huya/16615910
虎牙-搞笑僵尸片,http://43.138.170.29:35455/huya/11352963
虎牙-国产青春,http://43.138.170.29:35455/huya/11602075
虎牙-好莱坞,http://43.138.170.29:35455/huya/21059587
虎牙-黑帮斗争,http://43.138.170.29:35455/huya/11342419
虎牙-红海行动,http://43.138.170.29:35455/huya/11601986
虎牙-金庸的武侠世界,http://43.138.170.29:35455/huya/11342435
虎牙-金庸电影,http://43.138.170.29:35455/huya/11352897
虎牙-经典高智商,http://43.138.170.29:35455/huya/11352962
虎牙-经典好片,http://43.138.170.29:35455/huya/11342427
虎牙-经典喜剧片,http://43.138.170.29:35455/huya/11352894
虎牙-精彩不断,http://43.138.170.29:35455/huya/24396428
虎牙-警匪,http://43.138.170.29:35455/huya/11352886
虎牙-看救援电影,http://43.138.170.29:35455/huya/21059586
虎牙-科幻电影,http://43.138.170.29:35455/huya/11602034
虎牙-路飞,http://43.138.170.29:35455/huya/16913382
虎牙-麻雀,http://43.138.170.29:35455/huya/11352881
虎牙-命案十三宗,http://43.138.170.29:35455/huya/11601981
虎牙-魔法世界,http://43.138.170.29:35455/huya/21059580
虎牙-欧美电影,http://43.138.170.29:35455/huya/11352880
虎牙-欧美娱乐,http://43.138.170.29:35455/huya/21059574
虎牙-倩女幽魂,http://43.138.170.29:35455/huya/11601970



📡吉林频道[V4],#genre#
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
公主岭综合,http://stream6.jlntv.cn/test6/sd/live.m3u8?_upt=7a088f131714325531
桦甸综合频道,http://stream10.jlntv.cn/huadian/sd/live.m3u8
磐石综合频道,http://stream5.jlntv.cn/ps/sd/live.m3u8
舒兰综合频道,http://stream8.jlntv.cn/shulan/sd/live.m3u8
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
双辽融媒,http://stream5.jlntv.cn/sl/sd/live.m3u8
扶余综合,http://stream6.jlntv.cn/fy/sd/live.m3u8?_upt=a3382e341714325843
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8

📡内蒙古线[V4],#genre#
内蒙古蒙语,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
内蒙古文化频道,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
鄂托克旗综合频道,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
玛纳斯综合频道,http://218.84.127.245:1026/hls/main1/playlist.m3u8

📡新疆频道[V4],#genre#
可克达拉新闻综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
五师综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五师双河,http://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
五家渠综合频道,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
胡杨河新闻综合,http://klmysjtzb.rcsxzx.com/hls/qishi1.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
克拉玛依影视剧场,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8

📡上海频道[V4],#genre#
上海新闻综合,http://cdn.u55u.cn/migu.php?id=shxwzh
第一财经,http://cdn.u55u.cn/migu.php?id=dycj
纪实人文,http://cdn.u55u.cn/migu.php?id=shjsrw
纪实人文,http://xuys.top:8888/udp/225.1.2.25:5002
纪实人文,http://victoryblackcat.dscloud.me:8888/rtp/239.253.92.99:6013
上海外语,http://cdn.u55u.cn/migu.php?id=shics
法治天地,http://cdn.u55u.cn/migu.php?id=fztd
法治天地,http://116.199.24.6:2901/udp/225.1.101.176:7523
法治天地,http://xuys.top:8888/udp/225.1.1.84:5002
法治天地,http://xuys.top:8888/udp/225.1.1.237:5002
法治天地,http://wsd.saj-web.top:4000/udp/225.1.1.84:5002
法治天地,http://wsd.saj-web.top:4000/udp/225.1.1.237:5002
法治天地,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.241:6419
魅力足球,http://cdn.u55u.cn/migu.php?id=mlzq
魅力足球,http://116.199.24.6:2901/udp/225.1.101.120:7523
魅力足球,http://xuys.top:8888/udp/225.1.1.137:5002
劲爆体育,http://cdn.u55u.cn/migu.php?id=jbty
劲爆体育,http://116.199.24.6:2901/udp/225.1.101.114:7523
乐游频道,http://cdn.u55u.cn/migu.php?id=ly
乐游频道,http://116.199.24.6:2901/udp/225.1.101.111:7523
乐游频道,http://xuys.top:8888/udp/225.1.1.74:5002
乐游频道,http://wsd.saj-web.top:4000/udp/225.1.1.74:5002
乐游频道,http://wsd.saj-web.top:4000/udp/225.1.1.145:5002
乐游频道,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.224:6402
欢笑剧场,http://cdn.u55u.cn/migu.php?id=hxjc
欢笑剧场,http://116.199.24.6:2901/udp/225.1.101.113:7523
欢笑剧场,http://xuys.top:8888/udp/225.1.1.71:5002
欢笑剧场,http://xuys.top:8888/udp/225.1.1.139:5002
欢笑剧场,http://wsd.saj-web.top:4000/udp/225.1.1.71:5002
欢笑剧场,http://wsd.saj-web.top:4000/udp/225.1.1.139:5002
七彩戏剧,http://cdn.u55u.cn/migu.php?id=qcxj
游戏风云,http://cdn.u55u.cn/migu.php?id=yxfy
游戏风云,http://116.199.24.6:2901/udp/225.1.101.117:7523
游戏风云,http://xuys.top:8888/udp/225.1.1.68:5002
游戏风云,http://xuys.top:8888/udp/225.1.1.135:5002
游戏风云,http://wsd.saj-web.top:4000/udp/225.1.1.68:5002
游戏风云,http://wsd.saj-web.top:4000/udp/225.1.1.135:5002
游戏风云,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.222:6400
东方财经,http://116.199.24.6:2901/udp/225.1.101.92:7523
东方财经,http://xuys.top:8888/udp/225.1.1.247:5002
东方财经,http://wsd.saj-web.top:4000/udp/225.1.1.247:5002
动漫秀场,http://116.199.24.6:2901/udp/225.1.101.116:7523
动漫秀场,http://xuys.top:8888/udp/225.1.1.67:5002
动漫秀场,http://xuys.top:8888/udp/225.1.1.134:5002
动漫秀场,http://wsd.saj-web.top:4000/udp/225.1.1.67:5002
动漫秀场,http://wsd.saj-web.top:4000/udp/225.1.1.134:5002
动漫秀场,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.225:6403
都市剧场,http://116.199.24.6:2901/udp/225.1.101.123:7523
都市剧场,http://xuys.top:8888/udp/225.1.1.75:5002
都市剧场,http://xuys.top:8888/udp/225.1.1.146:5002
都市剧场,http://wsd.saj-web.top:4000/udp/225.1.1.75:5002
都市剧场,http://wsd.saj-web.top:4000/udp/225.1.1.146:5002
都市剧场,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.227:6405
新视觉,http://116.199.24.6:2901/udp/225.1.101.162:7523
生活时尚,http://116.199.24.6:2901/udp/225.1.101.122:7523
生活时尚,http://xuys.top:8888/udp/225.1.1.73:5002
生活时尚,http://xuys.top:8888/udp/225.1.1.143:5002
生活时尚,http://wsd.saj-web.top:4000/udp/225.1.1.73:5002
生活时尚,http://wsd.saj-web.top:4000/udp/225.1.1.143:5002
生活时尚,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.226:6404
金色学堂,http://116.199.24.6:2901/udp/225.1.101.137:7523
金色学堂,http://xuys.top:8888/udp/225.1.1.85:5002
金色学堂,http://xuys.top:8888/udp/225.1.1.236:5002
金色学堂,http://wsd.saj-web.top:4000/udp/225.1.1.85:5002
金色学堂,http://wsd.saj-web.top:4000/udp/225.1.1.236:5002
金色学堂,http://victoryblackcat.dscloud.me:8888/rtp/239.253.93.240:6418
哈哈炫动,http://xuys.top:8888/udp/225.1.1.62:5002
哈哈炫动,http://wsd.saj-web.top:4000/udp/225.1.1.62:5002

📡江苏频道[V4],#genre#

江苏城市,http://www.ccmjzhao.xyz/migu480P.php?id=jscs
江苏综艺,http://www.ccmjzhao.xyz/migu480P.php?id=jszy
江苏新闻,http://www.ccmjzhao.xyz/migu480P.php?id=jsxw
江苏教育,http://www.ccmjzhao.xyz/migu480P.php?id=jsjy
江苏国际,http://www.ccmjzhao.xyz/migu480P.php?id=jsgj
江苏影视,http://www.ccmjzhao.xyz/migu480P.php?id=jsys
江苏体育休闲,http://www.ccmjzhao.xyz/migu480P.php?id=jsty
优漫卡通,http://www.ccmjzhao.xyz/migu480P.php?id=ymkt
无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
南京新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=njxwzh
南京教科,http://www.ccmjzhao.xyz/migu480P.php?id=njjk
南京十八,http://www.ccmjzhao.xyz/migu480P.php?id=njsb
淮安新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=haxwzh
苏州新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=szxwzh
泰州新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=tz1
徐州新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=xzxwzh
宿迁新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=sqxwzh
连云港新闻综合,http://www.ccmjzhao.xyz/migu480P.php?id=lygxwzh
优漫卡通,http://open.live-web.timetv.cn/live/hndx.m3u8?token=TV259836903HNDX04252008&channel=310
优漫卡通,http://116.199.24.6:2901/udp/225.1.101.184:7523
淮安综合频道,http://cdn.u55u.cn/migu.php?id=hazh
连云港新闻综合,http://cdn.u55u.cn/migu.php?id=lygxwzh
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州新闻综合,http://cdn.u55u.cn/migu.php?id=szxwzh
泰州新闻综合,http://cdn.u55u.cn/migu.php?id=tz1
宿迁综合,http://cdn.u55u.cn/migu.php?id=sqzh
