足球粤评,#genre#
靖天戏剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天育乐4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天国际4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天资讯4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv065
龙华卡通4Gtv,http://litv.zapi.us.kg/?id=litv-longturn01
龙华日韩4Gtv,http://litv.zapi.us.kg/?id=litv-longturn11
龙华偶像4Gtv,http://litv.zapi.us.kg/?id=litv-longturn12
龙华电影4Gtv,http://litv.zapi.us.kg/?id=litv-longturn03
龙华戏剧4Gtv,http://litv.zapi.us.kg/?id=litv-longturn18
龙华经典4Gtv,http://litv.zapi.us.kg/?id=litv-longturn21
国会频道壹台,http://litv.zapi.us.kg/?id=4gtv-4gtv084
国会频道贰台,http://litv.zapi.us.kg/?id=4gtv-4gtv085
好消息壹4Gtv,http://litv.zapi.us.kg/?id=litv-ftv16
好消息贰4Gtv,http://litv.zapi.us.kg/?id=litv-ftv17
智林体育4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv101
博斯魅力4Gtv,http://litv.zapi.us.kg/?id=litv-longturn04
博斯网球4Gtv,http://litv.zapi.us.kg/?id=litv-longturn09
博斯高球壹台,http://litv.zapi.us.kg/?id=litv-longturn05
博斯高球贰台,http://litv.zapi.us.kg/?id=litv-longturn06
博斯运动壹台,http://litv.zapi.us.kg/?id=litv-longturn07
博斯运动贰台,http://litv.zapi.us.kg/?id=litv-longturn08
博斯无限壹台,http://litv.zapi.us.kg/?id=litv-longturn10
博斯无限贰台,http://litv.zapi.us.kg/?id=litv-longturn13
阿里郎频道台,http://litv.zapi.us.kg/?id=4gtv-4gtv079
达文西频道台,http://litv.zapi.us.kg/?id=4gtv-4gtv018
猪哥亮歌厅台,http://litv.zapi.us.kg/?id=4gtv-4gtv006
亚洲旅游4Gtv,http://litv.zapi.us.kg/?id=litv-longturn17
美国之音4Gtv,http://litv.zapi.us.kg/?id=litv-ftv03
半岛新闻4Gtv,http://litv.zapi.us.kg/?id=litv-ftv10
非凡商业4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv048
第壹商业4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv109
爱放动漫4Gtv,http://litv.zapi.us.kg/?id=litv-ftv15
古典音乐4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv059
客家电视4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv043
华仁纪实4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv013
时尚运动4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv014
生活英语4Gtv,http://litv.zapi.us.kg/?id=litv-longturn20
采昌影剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv049
数位电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv011
Amc电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv017
CAT电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv076
TRA体育4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv077
SMArt知识台,http://litv.zapi.us.kg/?id=litv-longturn19
GLO-Bet4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv016
TRACEU4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv082
MEZZOl4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv083
Ginx_TV4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv053
港闽AKtv,#genre#
Plus综合AKtv,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
pₒₚc电影AKtv,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
Now星影AKtv,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
Now爆谷AKtv,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
美亚电影AKtv,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
凤凰中文AKtv,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯AKtv,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰香港AKtv,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
中天新闻AKtv,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
有线新闻AKtv,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
无线新闻AKtv,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
无线翡翠AKtv,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
无线明珠AKtv,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
无线赛马AKtv,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
28ai赛马AKtv,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
黄金翡翠AKtv,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
无线娱乐AKtv,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
无线星河AKtv,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8
无线经典AKtv,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
无线亚剧AKtv,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
无线翡剧AKtv,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
无线明剧AKtv,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
无线J1美AKtv,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
无线新美AKtv,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
VIUTV-粤AKtv,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
VIUTV-英AKtv,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
tvbs新闻AKtv,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvbs新闻AKtv,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
tvbs闽南AKtv,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
寰宇新闻AKtv,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
三立新闻AKtv,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
中视闽南AKtv,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
华视闽南AKtv,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
中天亚洲AKtv,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
靖天电影AKtv,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
龙华电影AKtv,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龙华日韩AKtv,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
神州新闻AKtv,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8
东方国际AKtv,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
国家地理AKtv,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
channeluAKtv,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
channel5AKtv,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
channel8AKtv,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
C+_香港AKtv,http://aktv.top/AKTV/live/aktv3/c/AKTV.m3u8
ThrIll_影AKtv,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
Nhk新闻AKtv,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
CNa新闻AKtv,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
TVN韩综AKtv,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
KIX_韩综AKtv,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
DW_综合AKtv,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
france24AKtv,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
rock影综AKtv,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
Nick综合AKtv,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Nick卡通AKtv,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
AniMAX_AKtv,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
ZooMoo-AKtv,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
日本新闻AKtv,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
泰语购物AKtv,http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
粤港澳闽,#genre#
Plus即时频道,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
Plus即时频道,http://libof.kesx.top/live/5658kwkojtz.m3u8
广东珠江频道,http://61.145.208.64:9003//hls/57/index.m3u8
广东体育频道,http://61.145.208.64:9003//hls/59/index.m3u8
广东影视频道,http://61.145.208.64:9003//hls/58/index.m3u8
广东湾区频道,http://61.145.208.64:9003//hls/55/index.m3u8
广东少儿频备,http://61.145.208.64:9003//hls/65/index.m3u8
广东珠江频道,http://113.65.253.11:7777/udp/239.77.0.1:5146
广东新闻频道,http://113.65.253.11:7777/udp/239.77.0.173:5146
广东民生频道,http://113.65.253.11:7777/udp/239.77.0.225:5146
广东体育频道,http://113.65.253.11:7777/udp/239.77.0.112:5146
广东影视频道,http://113.65.253.11:7777/udp/239.77.0.217:5146
广东珠江频道,http://183.53.109.48:9090/udp/239.77.0.1:5146
广东新闻频道,http://183.53.109.48:9090/udp/239.77.0.173:5146
广东民生频道,http://183.53.109.48:9090/udp/239.77.0.225:5146
广东体育频道,http://183.53.109.48:9090/udp/239.77.0.112:5146
广东影视频道,http://183.53.109.48:9090/udp/239.77.0.217:5146
广东珠江频道,http://113.102.83.24:4022/udp/239.77.0.1:5146
广东新闻频道,http://113.102.83.24:4022/udp/239.77.0.173:5146
广东民生频道,http://113.102.83.24:4022/udp/239.77.0.225:5146
广东体育频道,http://113.102.83.24:4022/udp/239.77.0.112:5146
广东影视频道,http://113.102.83.24:4022/udp/239.77.0.217:5146
广州综合频道,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州新闻频道,https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=c53d0e4d014632321a8e0efd6abecda4&txTime=193108637cb
广州竞赛频道,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州影视频道,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb
广州法治频道,https://tencentplaywebsite.gztv.com/live/fazhi.m3u8?txSecret=f84d116447cf4c6fc8a66820d3fa2777&txTime=193108637cb
广州南国频道,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=e93eb85173edb8a0c70fd1438c7bd7d7&txTime=193108637cb
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
中天新闻频道,P2p://147.135.39.171:9906/66b0b26c0009271c5cff97de758b22d0.ts
无线新闻频道,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
无线新闻频道,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
无线新闻频道,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
无线翡翠频道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
无线翡翠频道,http://cdn2.1689.us.kg/live/?id=gdfct
无线翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist.m3u8
无线直播频道,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist.m3u8
无线生活频道,https://www.mytvsuper.xyz/tvb/shenghuo/stream.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/Finance/stream.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist.m3u8
无线星河频国,https://www.mytvsuper.xyz/tvb/xinghe/stream.m3u8
无线星河频国,http://205.185.123.236:8899/tvb/xinghe/stream.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧经典频道,https://www.mytvsuper.xyz/astro/qianxi/stream.m3u8
千禧经典频道,http://205.185.123.236:8899/astro/qianxi/stream.m3u8
Now爆谷频道,https://www.mytvsuper.xyz/1/baogutai/stream.m3u8
Now爆谷频道,http://205.185.123.236:8899/1/baogutai/stream.m3u8
Now星影频道,https://www.mytvsuper.xyz/1/now/stream.m3u8
Now星影频道,http://205.185.123.236:8899/1/now/stream.m3u8
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
动作电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
影迷电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
RTHK-31频陆,p3p://108.181.32.169:23504/64101f330006ab429853d45f7940453b
RTHK-32频陆,p3p://108.181.32.169:23504/641020b00001b8599859a360613572d7
RTHK-33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
澳视澳门频道,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
东森财经频特,http://103.193.151.158:8500/live.m3u8?c=6
环球电视频道,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
GBN新闻频英,http://103.193.151.158:8500/live.m3u8?c=18
NHK新闻频英,http://61.221.215.25:8800/hls/51/index.m3u8
tvbs闽南频特,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频特,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧频特,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一频特,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合频特,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐频特,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频特,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频国,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐频特,rtmp://f13h.mine.nu/sat/tv701
纬来日本频特,rtmp://f13h.mine.nu/sat/tv771
纬来体育频特,rtmp://f13h.mine.nu/sat/tv721
DAZN体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN体育贰,rtmp://f13h.mine.nu/sat/tv741
amc电影频英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索频英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合频英,http://61.221.215.25:8800/hls/1/index.m3u8
momoTV频特,rtmp://f13h.mine.nu/sat/tv761
东森新闻频道,http://37.27.111.214:8080/live/20/hls.m3u8
tvbs闽南频道,http://37.27.111.214:8080/live/23/hls.m3u8
民视闽南频道,http://37.27.111.214:8080/live/6/hls.m3u8
中视闽南频道,http://37.27.111.214:8080/live/7/hls.m3u8
华视闽南频道,http://37.27.111.214:8080/live/8/hls.m3u8
民视第一频道,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾频道,http://37.27.111.214:8080/live/5/hls.m3u8
三立综合频道,http://37.27.111.214:8080/live/31/hls.m3u8
tvbs欢乐频道,http://37.27.111.214:8080/live/24/hls.m3u8
龙华电影频道,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅国,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲旅游频道,http://37.27.111.214:8080/live/10/hls.m3u8
幸福空间频道,http://37.27.111.214:8080/live/26/hls.m3u8
HakkaTV频道,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV原视频道,http://37.27.111.214:8080/live/2/hls.m3u8
动画动漫频道,http://37.27.111.214:8080/live/57/hls.m3u8
Nick动画频壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick动画频贰,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo亲子国,http://37.27.111.214:8080/live/3/hls.m3u8
博斯高球频壹,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动频壹,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限频道,http://37.27.111.214:8080/live/15/hls.m3u8
mTV音乐频道,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY频道,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影频道,http://37.27.111.214:8080/live/28/hls.m3u8
探案电影频道,http://37.27.111.214:8080/live/11/hls.m3u8
CINEMA-频道,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
DWnews频道,http://37.27.111.214:8080/live/46/hls.m3u8
CNBc_英频道,http://37.27.111.214:8080/live/102/hls.m3u8
互动英語频道,http://37.27.111.214:8080/live/54/hls.m3u8
童年频道,#genre#
龙珠全集解壹,http://120.77.28.4:8648/huya.php?id=10279885
龙珠全集解贰,http://120.77.28.4:8648/huya.php?id=19757963
龙珠全集剧叁,http://120.77.28.4:8648/huya.php?id=11601966
龙珠全集剧肆,http://120.77.28.4:8648/huya.php?id=16755322
斌哥解说漫壹,http://120.77.28.4:8648/huya.php?id=18632116
斌哥解说漫贰,http://120.77.28.4:8648/huya.php?id=21059621
圣斗士集解壹,http://120.77.28.4:8648/huya.php?id=27817468
圣斗士集解贰,http://120.77.28.4:8648/huya.php?id=11352904
圣斗士集解叁,http://120.77.28.4:8648/douyu.php?id=10349501
足球小将剧集,http://120.77.28.4:8648/douyu.php?id=997925
足球小将轮播,http://120.77.28.4:8648/douyu.php?id=11870067
足球小将解说,http://120.77.28.4:8648/huya.php?id=25725150
灌篮高手剧集,http://jiaojirentv.top/2020/yy.php?id=1356243352
头文字D解说,http://120.77.28.4:8648/douyu.php?id=9837291
头文字D剧集,http://120.77.28.4:8648/huya.php?id=11352889
一人之上漫剧,http://120.77.28.4:8648/huya.php?id=11602065
叮当全集解说,http://120.77.28.4:8648/douyu.php?id=9445279
叮当全集剧集,http://120.77.28.4:8648/huya.php?id=11601963
料理小当家集,http://120.77.28.4:8648/douyu.php?id=8231658
柯南剧场版集,http://120.77.28.4:8648/douyu.php?id=6484910
四驱兄弟剧集,http://120.77.28.4:8648/huya.php?id=11352922
樱桃小丸子剧,http://120.77.28.4:8648/huya.php?id=11342394
猫和老鼠剧集,http://120.77.28.4:8648/huya.php?id=11352879
蜡笔小新剧集,http://120.77.28.4:8648/huya.php?id=11352970
Q版三国剧集,http://120.77.28.4:8648/huya.php?id=29465871
抖音电台,#genre#
爆改版看预谋,http://rihou.cc:555/mp4?id=lndjlll.mp4
电台粤直播壹,http://159.75.85.63:35455/douyin/746822069525
电台粤直播贰,http://159.75.85.63:35455/bilibili/31224575
电台粤直播叁,http://159.75.85.63:35455/douyin/610441607378
电台粤直播肆,http://159.75.85.63:35455/douyin/766255078143
电台粤直播伍,http://159.75.85.63:35455/douyin/22211316453
电台粤直播陆,http://159.75.85.63:35455/douyin/960351902181
电台轮直播柒,http://159.75.85.63:35455/douyin/705762495470
电台轮直播捌,http://159.75.85.63:35455/douyin/151470422790
电台轮直播玖,http://159.75.85.63:35455/douyin/741787752985
电台轮直播拾,http://159.75.85.63:35455/douyin/768502916257
电台轮播拾壹,http://159.75.85.63:35455/douyin/630362171826
电台轮播壹贰,http://159.75.85.63:35455/douyin/800454615746
电台轮播壹叁,http://159.75.85.63:35455/douyin/363984342453
电台轮播壹肆,http://159.75.85.63:35455/bilibili/30242319
电台轮播壹伍,http://159.75.85.63:35455/bilibili/24454267
电台轮播壹陆,http://159.75.85.63:35455/bilibili/1773507853
电台轮播壹柒,http://159.75.85.63:35455/bilibili/1769479946
电台轮播壹捌,http://159.75.85.63:35455/bilibili/26238686
电台轮播壹玖,http://159.75.85.63:35455/bilibili/27660328
电台轮播贰拾,http://159.75.85.63:35455/bilibili/22008785
电台轮播贰壹,http://159.75.85.63:35455/bilibili/25208224
电台轮播贰贰,http://159.75.85.63:35455/bilibili/21278391
电台轮播贰叁,http://159.75.85.63:35455/douyin/708360490144
广东频道,#genre#
广东珠江电信,http://113.65.253.11:7777/udp/239.77.0.1:5146
广东新闻电信,http://113.65.253.11:7777/udp/239.77.0.173:5146
广东民生电信,http://113.65.253.11:7777/udp/239.77.0.225:5146
广东体育电信,http://113.65.253.11:7777/udp/239.77.0.112:5146
广东影视电信,http://113.65.253.11:7777/udp/239.77.0.217:5146
广州综合频道,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州新闻频道,https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=c53d0e4d014632321a8e0efd6abecda4&txTime=193108637cb
广州竞赛频道,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州影视频道,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb
广州法治频道,https://tencentplaywebsite.gztv.com/live/fazhi.m3u8?txSecret=f84d116447cf4c6fc8a66820d3fa2777&txTime=193108637cb
广州南国频道,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=e93eb85173edb8a0c70fd1438c7bd7d7&txTime=193108637cb
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广西崇左频道,http://171.105.180.51:9003/udp/239.81.0.171:4056
广西天等频道,rtmp://live.gxrb.com.cn/gx/tiandeng
海南新闻频道,http://112.66.139.145:8888/udp/239.253.64.11:5140
海南海口频壹,http://112.66.139.145:8888/udp/239.253.64.6:5140
海南儋州频道,http://112.66.139.145:8888/udp/239.253.64.107:5140
海南保亭频道,http://112.66.139.145:8888/udp/239.253.64.159:5140
海南新闻频道,http://112.66.230.220:554/udp/239.253.64.11:5140
海南海口频壹,http://112.66.230.220:554/udp/239.253.64.6:5140
海南儋州频道,http://112.66.230.220:554/udp/239.253.64.107:5140
海南保亭频道,http://112.66.230.220:554/udp/239.253.64.159:5140
CCTV-01电信,http://113.65.253.11:7777/udp/239.77.1.17:5146
CCTV-02电信,http://113.65.253.11:7777/udp/239.77.1.158:5146
CCTV-03电信,http://113.65.253.11:7777/udp/239.77.0.169:5146
CCTV-04电信,http://113.65.253.11:7777/udp/239.77.1.163:5146
CCTV-05电信,http://113.65.253.11:7777/udp/239.77.0.170:5146
CCTV-5+电信,http://113.65.253.11:7777/udp/239.77.0.87:5146
CCTV-06电信,http://113.65.253.11:7777/udp/239.77.0.171:5146
CCTV-07电信,http://113.65.253.11:7777/udp/239.77.1.159:5146
CCTV-08电信,http://113.65.253.11:7777/udp/239.77.0.172:5146
CCTV-09电信,http://113.65.253.11:7777/udp/239.77.1.160:5146
CCTV-10电信,http://113.65.253.11:7777/udp/239.77.1.113:5146
CCTV-11电信,http://113.65.253.11:7777/udp/239.77.1.238:5146
CCTV-12电信,http://113.65.253.11:7777/udp/239.77.1.109:5146
CCTV-13电信,http://113.65.253.11:7777/udp/239.77.0.188:5146
CCTV-14电信,http://113.65.253.11:7777/udp/239.77.1.161:5146
CCTV-15电信,http://113.65.253.11:7777/udp/239.77.1.239:5146
CCTV-16电信,http://113.65.253.11:7777/udp/239.77.0.165:5146
CCTV-17电信,http://113.65.253.11:7777/udp/239.77.1.121:5146
CGT英语电信,http://113.65.253.11:7777/udp/239.77.0.199:5146
CGT西语电信,http://113.65.253.11:7777/udp/239.77.0.221:5146
CGT法语电信,http://113.65.253.11:7777/udp/239.77.0.228:5146
CGT阿语电信,http://113.65.253.11:7777/udp/239.253.43.200:5146
CGT俄语电信,http://113.65.253.11:7777/udp/239.253.43.201:5146
北京卫视电信,http://113.65.253.11:7777/udp/239.77.1.4:5146
东方卫视电信,http://113.65.253.11:7777/udp/239.77.1.218:5146
浙江卫视电信,http://113.65.253.11:7777/udp/239.77.1.33:5146
江苏卫视电信,http://113.65.253.11:7777/udp/239.77.1.18:5146
湖南卫视电信,http://113.65.253.11:7777/udp/239.77.1.5:5146
广东卫视电信,http://113.65.253.11:7777/udp/239.77.1.19:5146
深圳卫视电信,http://113.65.253.11:7777/udp/239.77.1.3:5146
安徽卫视电信,http://113.65.253.11:7777/udp/239.77.1.92:5146
天津卫视电信,http://113.65.253.11:7777/udp/239.77.1.141:5146
山东卫视电信,http://113.65.253.11:7777/udp/239.77.1.142:5146
江西卫视电信,http://113.65.253.11:7777/udp/239.77.1.219:5146
湖北卫视电信,http://113.65.253.11:7777/udp/239.77.1.93:5146
辽宁卫视电信,http://113.65.253.11:7777/udp/239.77.1.103:5146
贵州卫视电信,http://113.65.253.11:7777/udp/239.77.1.221:5146
四川卫视电信,http://113.65.253.11:7777/udp/239.77.1.215:5146
河南卫视电信,http://113.65.253.11:7777/udp/239.77.1.229:5146
