王二小🌟央卫,#genre#
湖南卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.132:8012
深圳卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.134:8020
广东卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.142:8048
安徽卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.211:8064
天津卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.141:1234
重庆卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.122:8160
山东卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.209:8052
黑龙江视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.133:8016
河北卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.148:8072
辽宁卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.210:8056
湖北卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.138:8044
吉林卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.240:8172
贵州卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.149:8076
东南卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.156:8148
江西卫视HD,http://www.liruixiang.cc:9000/rtp/239.3.1.123:8164
海南卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.45:8304
云南卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.26:8108
兵团卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.144:4120
厦门卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.143:4120
四川卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.29:8288
南方卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.161:8001
宁夏卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.46:8124
山西卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.42:8172
广西卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.39:8300
新疆卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.48:8160
河南卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.27:8128
甘肃卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.49:8188
西藏卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.47:8164
三沙卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.155:4120
陕西卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.41:8140
青海卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.44:8184
内蒙古视,http://www.liruixiang.cc:9000/rtp/239.3.1.43:8176


北京卫视,http://fxgm.fxjf.work:19901/tsfile/live/0122_1.m3u8
浙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0124_1.m3u8
江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8
湖南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0128_1.m3u8
深圳卫视,http://fxgm.fxjf.work:19901/tsfile/live/0126_1.m3u8
广东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0125_1.m3u8
天津卫视,http://fxgm.fxjf.work:19901/tsfile/live/0135_1.m3u8
安徽卫视,http://fxgm.fxjf.work:19901/tsfile/live/0130_1.m3u8
贵州卫视,http://fxgm.fxjf.work:19901/tsfile/live/0120_1.m3u8
山东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0131_1.m3u8
山西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0118_1.m3u8
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8
湖北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0132_1.m3u8
江西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0138_1.m3u8
河北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0117_1.m3u8
河南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0139_1.m3u8
四川卫视,http://fxgm.fxjf.work:19901/tsfile/live/0123_1.m3u8
重庆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0142_1.m3u8
东南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0137_1.m3u8
青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8
辽宁卫视,http://fxgm.fxjf.work:19901/tsfile/live/0121_1.m3u8
陕西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8
内蒙古视,http://fxgm.fxjf.work:19901/tsfile/live/0109_1.m3u8
宁夏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8
吉林卫视,http://fxgm.fxjf.work:19901/tsfile/live/0116_1.m3u8
新疆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0110_1.m3u8
甘肃卫视,http://fxgm.fxjf.work:19901/tsfile/live/0141_1.m3u8
西藏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0111_1.m3u8
黑龙江视,http://fxgm.fxjf.work:19901/tsfile/live/0143_1.m3u8
厦门卫视,http://fxgm.fxjf.work:19901/tsfile/live/0129_1.m3u8
兵团卫视,http://fxgm.fxjf.work:19901/tsfile/live/0115_1.m3u8
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8


北京卫视,http://nas.8211321.com:5555/rtp/239.61.2.32:8186
东方卫视,http://nas.8211321.com:5555/rtp/239.61.2.28:8162
湖南卫视,http://nas.8211321.com:5555/rtp/239.61.2.31:8180
江苏卫视,http://nas.8211321.com:5555/rtp/239.61.2.30:8174
浙江卫视,http://nas.8211321.com:5555/rtp/239.61.2.29:8168
安徽卫视,http://nas.8211321.com:5555/rtp/239.61.2.248:9476
天津卫视,http://nas.8211321.com:5555/rtp/239.61.2.180:9068
深圳卫视,http://nas.8211321.com:5555/rtp/239.61.3.46:9794
广东卫视,http://nas.8211321.com:5555/rtp/239.61.2.33:8192
河北卫视,http://nas.8211321.com:5555/rtp/239.61.2.57:8336
山东卫视,http://nas.8211321.com:5555/rtp/239.61.2.119:8708
湖北卫视,http://nas.8211321.com:5555/rtp/239.61.2.120:8714
黑龙江卫视,http://nas.8211321.com:5555/rtp/239.61.2.34:8198
贵州卫视,http://nas.8211321.com:5555/rtp/239.61.2.159:8942
四川卫视,http://nas.8211321.com:5555/rtp/239.61.2.251:9494
江西卫视,http://nas.8211321.com:5555/rtp/239.61.2.182:9080
辽宁卫视,http://nas.8211321.com:5555/rtp/239.61.2.181:9074
重庆卫视,http://nas.8211321.com:5555/rtp/239.61.2.250:9488
东南卫视,http://nas.8211321.com:5555/rtp/239.61.2.132:8708
海峡卫视,http://nas.8211321.com:5555/rtp/239.61.2.151:8894
厦门卫视,http://nas.8211321.com:5555/rtp/239.61.2.11:8060
云南卫视,http://nas.8211321.com:5555/rtp/239.61.2.61:8360
河南卫视,http://nas.8211321.com:5555/rtp/239.61.2.59:8348
海南卫视,http://nas.8211321.com:5555/rtp/239.61.2.42:8246
广西卫视,http://nas.8211321.com:5555/rtp/239.61.2.48:8282
陕西卫视,http://nas.8211321.com:5555/rtp/239.61.2.38:8222
青海卫视,http://nas.8211321.com:5555/rtp/239.61.2.60:8354
宁夏卫视,http://nas.8211321.com:5555/rtp/239.61.2.56:8330
中国教育-1,http://nas.8211321.com:5555/rtp/239.61.2.167:8990
纪实人文,http://nas.8211321.com:5555/rtp/239.61.2.165:8978
中国教育-2,http://nas.8211321.com:5555/rtp/239.61.3.6:9554
中国气像,http://nas.8211321.com:5555/rtp/239.61.2.64:8378
金鹰卡通,http://nas.8211321.com:5555/rtp/239.61.2.221:9314
卡酷少儿,http://nas.8211321.com:5555/rtp/239.61.2.222:9320
吉林卫视,http://nas.8211321.com:5555/rtp/239.61.2.223:9326
山西卫视,http://nas.8211321.com:5555/rtp/239.61.2.224:9332
甘肃卫视,http://nas.8211321.com:5555/rtp/239.61.2.225:9338
内蒙古卫视,http://nas.8211321.com:5555/rtp/239.61.2.226:9344
新疆卫视,http://nas.8211321.com:5555/rtp/239.61.2.227:9350
兵团卫视,http://nas.8211321.com:5555/rtp/239.61.2.228:9356
西藏卫视,http://nas.8211321.com:5555/rtp/239.61.2.229:9362
大湾区卫视,http://nas.8211321.com:5555/rtp/239.61.3.5:9548


移动🌟卫视,#genre#

湖南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1058_1.m3u8
浙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1059_1.m3u8
江苏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1060_1.m3u8
东方卫视,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8
北京卫视,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
天津卫视,http://1b6467f415.iok.la:9931/tsfile/live/1064_1.m3u8
山东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
江西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1066_1.m3u8
深圳卫视,http://1b6467f415.iok.la:9931/tsfile/live/1067_1.m3u8
湖北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1068_1.m3u8
辽宁卫视,http://1b6467f415.iok.la:9931/tsfile/live/1069_1.m3u8
黑龙江视,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
贵州卫视,http://1b6467f415.iok.la:9931/tsfile/live/1071_1.m3u8
四川卫视,http://1b6467f415.iok.la:9931/tsfile/live/1072_1.m3u8
重庆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1073_1.m3u8
河北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
东南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
广西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1082_1.m3u8
吉林卫视,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
云南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1081_1.m3u8
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8
山西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1084_1.m3u8
内蒙古视,http://1b6467f415.iok.la:9931/tsfile/live/1085_1.m3u8
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8
旅游卫视,http://1b6467f415.iok.la:9931/tsfile/live/1087_1.m3u8
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1090_1.m3u8
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
三少卫视,http://1b6467f415.iok.la:9931/tsfile/live/1038_1.m3u8


广东卫视HD,http://60.174.40.117:9901/tsfile/live/1037_1.m3u8
深圳卫视HD,http://60.174.40.117:9901/tsfile/live/1038_1.m3u8
北京卫视HD,http://60.174.40.117:9901/tsfile/live/1025_1.m3u8
东方卫视HD,http://60.174.40.117:9901/tsfile/live/1026_1.m3u8
浙江卫视HD,http://60.174.40.117:9901/tsfile/live/1031_1.m3u8
江苏卫视HD,http://60.174.40.117:9901/tsfile/live/1029_1.m3u8
湖南卫视HD,http://60.174.40.117:9901/tsfile/live/1030_1.m3u8
天津卫视HD,http://60.174.40.117:9901/tsfile/live/1027_1.m3u8
安徽卫视HD,http://60.174.40.117:9901/tsfile/live/1019_1.m3u8
重庆卫视HD,http://60.174.40.117:9901/tsfile/live/1028_1.m3u8
四川卫视,http://60.174.40.117:9901/tsfile/live/0123_1.m3u8
贵州卫视,http://60.174.40.117:9901/tsfile/live/0120_1.m3u8
山东卫视,http://60.174.40.117:9901/tsfile/live/1036_1.m3u8
东南卫视,http://60.174.40.117:9901/tsfile/live/0137_1.m3u8
云南卫视,http://60.174.40.117:9901/tsfile/live/0119_1.m3u8
河南卫视,http://60.174.40.117:9901/tsfile/live/1034_1.m3u8
江西卫视,http://60.174.40.117:9901/tsfile/live/0138_1.m3u8
山西卫视,http://60.174.40.117:9901/tsfile/live/0118_1.m3u8
广西卫视,http://60.174.40.117:9901/tsfile/live/0113


北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.14.181.15:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.14.181.15:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.14.181.15:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.14.181.15:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.14.181.15:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.14.181.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.14.181.15:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.14.181.15:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.14.181.15:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.14.181.15:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.14.181.15:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.14.181.15:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.14.181.15:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.14.181.15:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0


电信🌟卫视,#genre#
浙江卫视,http://183.141.197.192:58888/rtp/233.50.201.100:5140
深圳卫视,http://183.141.197.192:58888/rtp/233.50.201.101:5140
广东卫视,http://183.141.197.192:58888/rtp/233.50.201.102:5140
湖南卫视,http://183.141.197.192:58888/rtp/233.50.201.103:5140
天津卫视,http://183.141.197.192:58888/rtp/233.50.201.104:5140
山东卫视,http://183.141.197.192:58888/rtp/233.50.201.105:5140
江苏卫视,http://183.141.197.192:58888/rtp/233.50.201.106:5140
北京卫视,http://183.141.197.192:58888/rtp/233.50.201.107:5140
四川卫视,http://183.141.197.192:58888/rtp/233.50.201.139:5140
河北卫视,http://183.141.197.192:58888/rtp/233.50.201.140:5140
辽宁卫视,http://183.141.197.192:58888/rtp/233.50.201.141:5140
贵州卫视,http://183.141.197.192:58888/rtp/233.50.201.142:5140
重庆卫视,http://183.141.197.192:58888/rtp/233.50.201.143:5140
河南卫视,http://183.141.197.192:58888/rtp/233.50.201.144:5140
江西卫视,http://183.141.197.192:58888/rtp/233.50.201.145:5140
东南卫视,http://183.141.197.192:58888/rtp/233.50.201.146:5140
安徽卫视,http://183.141.197.192:58888/rtp/233.50.201.113:5140
湖北卫视,http://183.141.197.192:58888/rtp/233.50.201.114:5140
黑龙江卫,http://183.141.197.192:58888/rtp/233.50.201.115:5140
东方卫视,http://183.141.197.192:58888/rtp/233.50.201.125:5140
内蒙古卫,http://183.141.197.192:58888/rtp/233.50.201.148:5140
甘肃卫视,http://183.141.197.192:58888/rtp/233.50.201.149:5140
海南卫视,http://183.141.197.192:58888/rtp/233.50.201.55:5140
青海卫视,http://183.141.197.192:58888/rtp/233.50.201.65:5140
西藏卫视,http://183.141.197.192:58888/rtp/233.50.201.70:5140
陕西卫视,http://183.141.197.192:58888/rtp/233.50.201.59:5140
兵团卫视,http://183.141.197.192:58888/rtp/233.50.201.72:5140
山西卫视,http://183.141.197.192:58888/rtp/233.50.201.51:5140
宁夏卫视,http://183.141.197.192:58888/rtp/233.50.201.57:5140
广西卫视,http://183.141.197.192:58888/rtp/233.50.201.49:5140
云南卫视,http://183.141.197.192:58888/rtp/233.50.201.46:5140
吉林卫视,http://183.141.197.192:58888/rtp/233.50.201.48:5140

湖北卫视,http://www.furymax.top:85/rtp/239.254.96.115:8664
河北卫视,http://www.furymax.top:85/rtp/239.254.96.113:9616
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902
湖南卫视,http://www.furymax.top:85/rtp/239.254.96.139:8908
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914
北京卫视,http://www.furymax.top:85/rtp/239.254.96.141:8920
东方卫视,http://www.furymax.top:85/rtp/239.254.96.142:8926
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932
江苏卫视,http://www.furymax.top:85/rtp/239.254.96.144:8938
天津卫视,http://www.furymax.top:85/rtp/239.69.1.68:10048
山东卫视,http://www.furymax.top:85/rtp/239.69.1.69:10054
安徽卫视,http://www.furymax.top:85/rtp/239.69.1.70:10060
辽宁卫视,http://www.furymax.top:85/rtp/239.69.1.71:10066
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286
江西卫视,http://www.furymax.top:85/rtp/239.69.1.126:10394
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530
贵州卫视,http://www.furymax.top:85/rtp/239.69.1.150:10536
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542
河南卫视,http://www.furymax.top:85/rtp/239.69.1.168:10644
四川卫视,http://www.furymax.top:85/rtp/239.69.1.169:10650
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788
吉林卫视,http://www.furymax.top:85/rtp/239.69.1.212:10914

东方卫视,http://101.224.32.157:9876/udp/239.45.3.146:5140
浙江卫视,http://101.224.32.157:9876/udp/239.45.3.178:5140
江苏卫视,http://101.224.32.157:9876/udp/239.45.3.177:5140
湖南卫视,http://101.224.32.157:9876/udp/239.45.3.228:5140
北京卫视,http://101.224.32.157:9876/udp/239.45.3.229:5140
广东卫视,http://101.224.32.157:9876/udp/239.45.3.230:5140
深圳卫视,http://101.224.32.157:9876/udp/239.45.3.231:5140
黑龙江卫视,http://101.224.32.157:9876/udp/239.45.3.232:5140
山东卫视,http://101.224.32.157:9876/udp/239.45.3.238:5140
湖北卫视,http://101.224.32.157:9876/udp/239.45.3.239:5140
安徽卫视,http://101.224.32.157:9876/udp/239.45.1.120:5140
东南卫视,http://101.224.32.157:9876/udp/239.45.1.121:5140
江西卫视,http://101.224.32.157:9876/udp/239.45.1.122:5140
辽宁卫视,http://101.224.32.157:9876/udp/239.45.1.123:5140
天津卫视,http://101.224.32.157:9876/udp/239.45.1.124:5140
四川卫视,http://101.224.32.157:9876/udp/239.45.1.83:5140
重庆卫视,http://101.224.32.157:9876/udp/239.45.1.84:5140
贵州卫视,http://101.224.32.157:9876/udp/239.45.1.80:5140
海南卫视,http://101.224.32.157:9876/udp/239.45.1.81:5140
河北卫视,http://101.224.32.157:9876/udp/239.45.1.44:5140
宁夏卫视,http://101.224.32.157:9876/udp/239.45.1.213:5140
广西卫视,http://101.224.32.157:9876/udp/239.45.0.5:5140
吉林卫视,http://101.224.32.157:9876/udp/239.45.0.6:5140
山西卫视,http://101.224.32.157:9876/udp/239.45.1.229:5140
青海卫视,http://101.224.32.157:9876/udp/239.45.1.230:5140
西藏卫视,http://101.224.32.157:9876/udp/239.45.1.231:5140
陕西卫视,http://101.224.32.157:9876/udp/239.45.1.232:5140
云南卫视,http://101.224.32.157:9876/udp/239.45.0.4:5140
甘肃卫视,http://101.224.32.157:9876/udp/239.45.1.234:5140
内蒙古卫视,http://101.224.32.157:9876/udp/239.45.1.238:5140
河南卫视,http://101.224.32.157:9876/udp/239.45.0.3:5140
新疆卫视,http://101.224.32.157:9876/udp/239.45.1.116:5140
兵团卫视,http://101.224.32.157:9876/udp/239.45.1.117:5140
三沙卫视,http://101.224.32.157:9876/udp/239.45.1.82:5140
康巴卫视,http://101.224.32.157:9876/udp/239.45.1.251:5140

山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
北京卫视,http://58.57.21.166:9901/tsfile/live/0122_1.m3u8
东方卫视,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8
江苏卫视,http://58.57.21.166:9901/tsfile/live/0127_1.m3u8
浙江卫视,http://58.57.21.166:9901/tsfile/live/0124_1.m3u8
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8
重庆卫视,http://58.57.21.166:9901/tsfile/live/0142_1.m3u8
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8
河南卫视,http://58.57.21.166:9901/tsfile/live/0139_1.m3u8
云南卫视,http://58.57.21.166:9901/tsfile/live/0119_1.m3u8
吉林卫视,http://58.57.21.166:9901/tsfile/live/0116_1.m3u8
新疆卫视,http://58.57.21.166:9901/tsfile/live/0110_1.m3u8
内蒙古视,http://58.57.21.166:9901/tsfile/live/0109_1.m3u8
安徽卫视,http://58.57.21.166:9901/tsfile/live/0130_1.m3u8
湖北卫视,http://58.57.21.166:9901/tsfile/live/0132_1.m3u8
辽宁卫视,http://58.57.21.166:9901/tsfile/live/0121_1.m3u8
天津卫视,http://58.57.21.166:9901/tsfile/live/0135_1.m3u8
河北卫视,http://58.57.21.166:9901/tsfile/live/0117_1.m3u8
东南卫视,http://58.57.21.166:9901/tsfile/live/0137_1.m3u8
广西卫视,http://58.57.21.166:9901/tsfile/live/0113_1.m3u8
山西卫视,http://58.57.21.166:9901/tsfile/live/0118_1.m3u8
黑龙江视,http://58.57.21.166:9901/tsfile/live/0143_1.m3u8
江西卫视,http://58.57.21.166:9901/tsfile/live/0138_1.m3u8
贵州卫视,http://58.57.21.166:9901/tsfile/live/0120_1.m3u8
青海卫视,http://58.57.21.166:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://58.57.21.166:9901/tsfile/live/0112_1.m3u8
甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8
海南卫视,http://58.57.21.166:9901/tsfile/live/1000_1.m3u8
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8

北京卫视,http://171.108.239.95:8181/tsfile/live/1121_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://171.108.239.95:8181/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.108.239.95:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://171.108.239.95:8181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.108.239.95:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://171.108.239.95:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://171.108.239.95:8181/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江视,http://171.108.239.95:8181/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://171.108.239.95:8181/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://171.108.239.95:8181/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://171.108.239.95:8181/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://171.108.239.95:8181/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://171.108.239.95:8181/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://171.108.239.95:8181/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.108.239.95:8181/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.108.239.95:8181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.108.239.95:8181/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.108.239.95:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.108.239.95:8181/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://171.108.239.95:8181/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://171.108.239.95:8181/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://171.108.239.95:8181/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://171.108.239.95:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://171.108.239.95:8181/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://171.108.239.95:8181/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://171.108.239.95:8181/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://171.108.239.95:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://171.108.239.95:8181/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.108.239.95:8181/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古视,http://171.108.239.95:8181/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0


王二小🌟广电,#genre#
CCTV1,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000029752/1.m3u8?channel-id=wasusyt&Contentid=6000000001000029752&livemode=1&stbId=3
CCTV2,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000023315/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=3
CCTV3,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=3
CCTV4,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=3
CCTV5,http://zteres.sn.chinamobile.com:6060/000000001000/1000000003000030177/1.m3u8?channel-id=ystenlive&Contentid=1000000003000030177&livemode=1&stbId=3
CCTV6,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=3
CCTV7,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3
CCTV8,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000031433/1.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=3
