客都梅州,#genre#
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226498/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225623/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226448/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226380/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226392/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225626/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226383/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226445/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226323/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226522/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226444/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226433/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226454/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226460/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226389/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226439/index.m3u8
吉林卫视,http://cdn.u55u.cn/migu.php?id=jlws
陕西卫视,http://cdn.u55u.cn/migu.php?id=sxws
宁夏卫视,http://cdn.u55u.cn/migu.php?id=nxws
云南卫视,http://cdn.u55u.cn/migu.php?id=ynws
重庆卫视,http://cdn.u55u.cn/migu.php?id=cqws
内蒙古卫视,http://cdn.u55u.cn/migu.php?id=nmws
甘肃卫视,http://cdn.u55u.cn/migu.php?id=gsws
青海卫视,http://cdn.u55u.cn/migu.php?id=qhws
山东卫视,http://cdn.u55u.cn/migu.php?id=sdws
湖北卫视,http://cdn.u55u.cn/migu.php?id=hubws
江西卫视,http://cdn.u55u.cn/migu.php?id=jxws
广西卫视,http://cdn.u55u.cn/migu.php?id=gxws
贵州卫视,http://cdn.u55u.cn/migu.php?id=gzws
新疆卫视,http://cdn.u55u.cn/migu.php?id=xjws
西藏卫视,http://cdn.u55u.cn/migu.php?id=xzws
广东卫视,http://125.92.110.56:4022/udp/239.77.0.166:5146
深圳卫视,http://125.92.110.56:4022/udp/239.77.0.130:5146
广东卫视,http://125.92.110.56:4022/udp/239.77.1.19:5146
广东卫视,http://125.92.110.56:4022/udp/239.77.1.152:5146
广东卫视,http://125.92.110.56:4022/udp/239.77.0.84:5146
大湾区卫视,http://125.92.110.56:4022/udp/239.77.0.215:5146
深圳卫视,http://125.92.110.56:4022/udp/239.77.1.3:5146
深圳卫视,http://125.92.110.56:4022/udp/239.77.1.148:5146
深圳卫视,http://125.92.110.56:4022/udp/239.77.0.92:5146





少儿动漫,#genre#

GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
卡酷动画,http://121.24.99.40:8090/hls/83/index.m3u8
卡酷少儿,http://119.98.183.124:8000/rtp/239.69.1.193:10800
卡酷少儿,http://121.27.126.129:809/hls/58/index.m3u8
卡酷少儿,http://qnap.yjnhome.com:4000/rtp/239.3.1.189:8000
卡酷少儿,https://epg.pw/stream/854e5b22b0bccb0a73f8028c9a570cf53d9bf03224490f89a8748222b9eff1df.ctv
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=kkse8m/8000000
宝宝动画,https://cdn2.jdshipin.com/api/bst2.php?id=bbdh8m/8000000
宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh8m/8000000
少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
炫动卡通,http://php.jdshipin.com:8880/bst.php?id=hhxd8m/8000000
百事通宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh
百事通青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm
青春动漫,https://cdn2.jdshipin.com/api/bst2.php?id=qcdm8m/8000000
青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm8m/8000000
动漫秀场,https://itv.lat/tv/live.php?&line=1&id=dmxc
哈哈炫动,https://itv.lat/tv/live.php?&line=1&id=hhxd
金鹰卡通,https://itv.lat/tv/live.php?&line=1&id=jykt
嘉佳卡通,https://itv.lat/tv/live.php?&line=1&id=jjkt
优漫卡通,http://222.187.41.122:1080/newlive/live/hls/47/live.m3u8
内蒙古少儿,https://epg.pw/stream/fd7f26799bc50c13550838d171c838132e948eaada65dc928f0a741cc3569cb3.m3u8
卡酷动画,http://121.24.99.40:8090/hls/83/index.m3u8
卡酷少儿,http://121.27.126.129:809/hls/58/index.m3u8
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=kkse8m/8000000
少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
炫动卡通,http://php.jdshipin.com:8880/bst.php?id=hhxd8m/8000000
百事通宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh
百事通青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm
青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm8m/8000000
金鹰卡通,http://39.134.66.66/PLTV/88888888/224/3221225561/index.m3u8
优漫卡通,http://39.134.66.66/PLTV/88888888/224/3221225556/index.m3u8



熊出没•夺宝熊兵,https://vip.ffzy-play6.com/20221027/2372_1f64a15e/2000k/hls/mixed.m3u8
熊出没•重返地球,https://vip.ffzy-online2.com/20230521/37661_330568c0/index.m3u8
熊出没•狂野大陆,https://vip.kuaikan-cdn3.com/20230813/nDzFyvJ5/hls/index.m3u8
熊出没•奇幻空间,https://1080p.sbzyplay.com/play/mepv4pbM/index.m3u8
熊出没•熊心归来,https://1080p.sbzyplay.com/play/1aM8841e/index.m3u8
熊出没•雪岭熊风,https://1080p.sbzyplay.com/play/RdG6ZZ7b/index.m3u8
熊出没•原始时代,https://1080p.sbzyplay.com/play/Ddw4Y8e1/index.m3u8
熊出没•变形记,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊出没•过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
倒霉熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
棉花糖和云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
猪猪侠•英雄猪少年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大卫贝肯•倒霉特工熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
昆塔•反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
倒霉熊,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key




海绵宝宝,http://43.138.170.29:35455/douyu/3949681
开心锤锤,http://43.138.170.29:35455/douyu/9018297
草帽海贼团,https://live.metshop.top/douyu/997925
海绵宝宝,http://43.138.170.29:35455/douyu/3949681
柯南,http://43.138.170.29:35455/douyu/6484910
柯南,http://43.138.170.29:35455/douyu/1783144
柯南1,http://43.138.170.29:35455/douyu/7050342
游戏王,http://43.138.170.29:35455/douyu/7256376
【小叮当】,http://43.138.170.29:35455/douyu/9445279
中二日记搞笑日常更新,http://43.138.170.29:35455/douyu/9505575
【天使点播】,http://43.138.170.29:35455/douyu/1487654
【动漫】超燃怀旧经典,http://43.138.170.29:35455/douyu/1174353
【动漫】记录你的王者峡谷生活~,http://43.138.170.29:35455/douyu/9360149
动漫推荐官方直播间,http://43.138.170.29:35455/douyu/5187099
【经典动漫】9455567,http://43.138.170.29:35455/douyu/9455567
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8
龙珠全集解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/2293333915-2293333915-9849794163732643840-4586791286-10057-A-0-1.flv?wsSecret=634ddd204a8cd874bafdb4a6035eda1d&wsTime=65f0a634&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
龙珠剧场解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1199599168151-1199599168151-5597598952384888832-2399198459758-10057-A-0-1.flv?wsSecret=649b96c4753bd8326e4458b6b0dd2e81&wsTime=65f0a58c&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
斌哥动漫解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1199516152253-1199516152253-5241048385426817024-2399032427962-10057-A-0-1.flv?ctype=tars_mp&fs=bgct&seqid=3177695757259&sphd=264_%2A-265_%2A&sphdDC=huya&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sv=2024031505&t=102&uid=1467244145006&uuid=640687722&ver=1&wsSecret=a50ed6bbc6ed422f048a5193e9c67760&wsTime=65f3bffc&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
头文字D剧场,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1423782053-1423782053-6115097354266738688-2847687562-10057-A-0-1.flv?wsSecret=1815cc546ecf0536e7ea7d08266e308c&wsTime=65f0a9cf&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
圣斗士集解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1199616332329-1199616332329-5671318535557611520-2399232788114-10057-A-0-1.flv?wsSecret=9a3a7b871aff3ace005617009e128479&wsTime=65f0ac8c&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
圣斗士剧解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1423782075-1423782075-6115097448756019200-2847687606-10057-A-0-1.flv?wsSecret=363377dfb69d359518a4b9c1c403ae2a&wsTime=65f489cc&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
足球小将解说,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/2391983955-2391983955-10273492859281735680-4784091366-10057-A-0-1.flv?wsSecret=2055709cb6e5f7aec5a247475de2ee79&wsTime=65f0a91e&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
足球小将剧集,http://43.138.170.29:35455/douyu/997925
灌篮高手解说,http://43.138.170.29:35455/douyu/9837291
叮当全集解说,http://43.138.170.29:35455/douyu/9445279
叮当轮播剧集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.flv?wsSecret=51c470d75a45f1dacbfee47f45367bc5&wsTime=65f0a36b&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
料理小当家集,http://43.138.170.29:35455/douyu/8231658
柯南剧场版集,http://43.138.170.29:35455/douyu/6484910
樱桃小丸子集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1250011-1250011-5368756364640256-2789253858-10057-A-0-1.flv?wsSecret=6ae0fb7647c45e091692195e851faa83&wsTime=65f48bed&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
四驱兄弟剧集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1423782104-1423782104-6115097573310070784-2847687664-10057-A-0-1.flv?wsSecret=8d6be7d611dcb1ae60524ae2b1405b63&wsTime=65f0b183&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
猫和老鼠剧集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.flv?wsSecret=01112860ab83fedab1d899fa3864d350&wsTime=65f0c07d&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
蜡笔小生剧集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.flv?ctype=tars_mp&fs=bgct&seqid=3177512563195&sv=2024031304&t=102&uid=1467236339903&uuid=1345385512&ver=1&wsSecret=c3b2f677c1d77023a64e64825996f1ad&wsTime=65f112df&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct
Q版三国剧集,http://1.62.64.252/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/tx.flv.huya.com/src/1239543150226-1239543150226-11134998973134143488-2479086423908-10057-A-0-1.flv?wsSecret=60070d18723e1262878855a5c5002701&wsTime=65f0ca48&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_live&txyp=o%3Awx91%3B&fs=bgct

海绵宝宝,http://43.138.170.29:35455/douyu/3949681
开心锤锤,http://43.138.170.29:35455/douyu/9018297
草帽海贼团,https://live.metshop.top/douyu/997925
海绵宝宝,http://43.138.170.29:35455/douyu/3949681
柯南,http://43.138.170.29:35455/douyu/6484910
柯南,http://43.138.170.29:35455/douyu/1783144
柯南1,http://43.138.170.29:35455/douyu/7050342
游戏王,http://43.138.170.29:35455/douyu/7256376
【小叮当】,http://43.138.170.29:35455/douyu/9445279
中二日记搞笑日常更新,http://43.138.170.29:35455/douyu/9505575
【天使点播】,http://43.138.170.29:35455/douyu/1487654
【动漫】超燃怀旧经典,http://43.138.170.29:35455/douyu/1174353
【动漫】记录你的王者峡谷生活~,http://43.138.170.29:35455/douyu/9360149
动漫推荐官方直播间,http://43.138.170.29:35455/douyu/5187099
【经典动漫】9455567,http://43.138.170.29:35455/douyu/9455567
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8




经典频道,#genre#

切换解码,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
经典电影,https://ali.hlspull.yximgs.com/live/asdfg32522.flv
经典影视,https://ali.hlspull.yximgs.com/live/asdfg32516.flv
经典动画,http://live.dxms.top/dw/jddh.php
经典怀旧,http://live.dxms.top/dw/jdhj.php
经典台剧,http://live.dxms.top/dw/jdtj.php
经典影院,http://live.dxms.top:80/dwy/jdyst.php
经典怀旧,http://live.dxms.top:80/dwy/jdhj.php
经典剧场,http://live.dxms.top:80/dwy/jdjc.php
经典台剧,http://live.dxms.top:80/dwy/jdtj.php
经典军旅,http://live.dxms.top:80/dwy/jljc.php
经典宫庭,http://live.dxms.top:80/dwy/gtjc.php
经典清剧,http://live.dxms.top:80/dwy/jdqj.php
经典天龙,http://live.dxms.top:80/dwy/jdtl.php
经典金庸,http://live.dxms.top:80/dwy/jyjc.php
经典星光,http://live.dxms.top:80/dwy/xgsj.php
经典三国,http://live.dxms.top:80/dwy/jdsg.php
经典红楼,http://live.dxms.top:80/dwy/jdhl.php
经典怀旧,http://live.dxms.top:80/dwy/hjjc.php
经典港片,http://live.dxms.top:80/dwy/jdgp.php
经典喜剧,http://live.dxms.top:80/dwy/jdxj.php
经典回忆,http://live.dxms.top:80/dwy/hyyy.php
经典剧场,http://live.dxms.top/dw/jdjc.php
经典三国,http://live.dxms.top/dw/jdsg.php
经典三国,http://live.dxms.top/dw/jdsg1.php
经典红楼,http://live.dxms.top/dw/jdhl.php
宫廷剧场,http://live.dxms.top/dw/gtjc.php
经典清剧,http://live.dxms.top/dw/jdqj.php
经典喜剧,http://live.dxms.top/dw/jdxj.php
经典喜剧,http://live.dxms.top/dw/jdxj1.php
经典功夫,http://live.dxms.top/dwy/jdgf.php
经典电影,http://live.dxms.top/dwy/jddyt.php
经典影视,http://live.dxms.top/dwy/jdyst.php
经典怀旧,http://live.dxms.top/dwy/jdhj.php
经典台剧,http://live.dxms.top/dwy/jdtj.php
经典台剧,http://cfss.cc/cdn/yy/1355260662.flv
经典剧场,http://live.dxms.top/dwy/jdjc.php
经典三国,http://live.dxms.top/dwy/jdsg.php
经典三国,http://live.dxms.top/dwy/jdsg1.php
经典红楼,http://live.dxms.top/dwy/jdhl.php
经典港片,http://live.dxms.top/dwy/jdgp.php
经典喜剧,http://live.dxms.top/dwy/jdxj1.php
经典喜剧,http://live.dxms.top/dwy/jdxj.php
经典天龙,http://live.dxms.top/dw/jdtl.php
经典功夫,http://cfss.cc/cdn/yy/1355002394.flv
军旅剧场,http://live.dxms.top/dw/jljc.php
金庸剧场,http://live.dxms.top/dw/jyjc.php
星光视界,http://live.dxms.top/dw/xgsj.php
怀旧剧场,http://live.dxms.top/dw/hjjc.php
回忆影院,http://live.dxms.top/hyyy.php
龙腾功夫,http://live.dxms.top/dwy/ltgft.php
军旅剧场,http://live.dxms.top/dwy/jljc.php
宫廷剧场,http://live.dxms.top/dwy/gtjc.php
经典清剧,http://live.dxms.top/dwy/jdqj.php
经典天龙,http://live.dxms.top/dwy/jdtl.php
金庸剧场,http://live.dxms.top/dwy/jyjc.php
星光视界,http://live.dxms.top/dwy/xgsj.php
怀旧剧场,http://live.dxms.top/dwy/hjjc.php
回忆影院,http://live.dxms.top/dwy/hyyy.php
龙腾功夫,http://live.dxms.top:80/dwy/ltgft.php
香港电影,http://live-cmvideo.cmread.com:80/wd_r2/virtuallive/5100180869/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a78e73c9d50f677a369a589aace6f489
周星驰影,http://223.109.210.49/txdirect.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv
网神影厅,https://www.goodiptv.club/douyu/508118
1905电影(亚洲),http://xxw.me0.cn/1905dy.php?id=1905a
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b
重温经典,http://125.210.150.58:9090/live/hzgq-cwjdgq-h264.m3u8
重温经典,http://mtw.so/5NPX0U
周星驰典,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.m3u8
绝版电影,https://lunbo.freetv.top/yy/1455988450
绝版电影,https://lunbo.freetv.top/yy/1355263385
特辑电影,https://www.goodiptv.club/douyu/3637778
CHC动作电影,http://222.218.158.56:8181/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://222.218.158.56:8181/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
吃米滴虫,http://maomao.kandiantv.cn/douyu1.php?id=263824
吃米滴虫,https://www.goodiptv.club/douyu/315457
喜剧电影,http://maomao.kandiantv.cn/douyu1.php?id=9292492
喜剧电影,https://www.goodiptv.club/douyu/323876
峨眉电影,http://218.89.240.144:59901/tsfile/live/1011_1.m3u8
星爷影院,https://www.goodiptv.club/douyu/122402
欧美大片,http://maomao.kandiantv.cn/douyu1.php?id=2793084
港片经典电影,https://lunbo.freetv.top/yy/32326398
漫威剧情,http://maomao.kandiantv.cn/douyu1.php?id=6140589
粤语电影,https://www.goodiptv.club/douyu/6566671
粤语电影,https://www.goodiptv.club/douyu/1226741
经典影视,https://lunbo.freetv.top/yy/1355002394
经典电影,http://ali.hlspull.yximgs.com/live/asdfg32522.flv
经典电影,http://tc-tct.douyucdn2.cn/dyliveflv1a/85894rmovieChow_2000p.m3u8
经典电影,http://43.138.170.29:35455/yy/1450556636
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
豆瓣高分,https://www.goodiptv.club/douyu/8770422
贝爷影厅,http://maomao.kandiantv.cn/douyu1.php?id=252802
重温经典,http://43.141.130.51/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
電影劇場,http://maomao.kandiantv.cn/douyu1.php?id=7575350
1905电影-国内,http://xxw.me0.cn/1905dy.php?id=1905b
CHC动作电影,http://222.218.158.56:8181/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://222.218.158.56:8181/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://xwh.8211321.com:5555/rtp/239.61.3.16:9616
CHC动作电影,http://171.117.72.199:8084/rtp/226.0.2.94:8012
CHC动作电影,http://www.yao87.com:4022/udp/239.76.245.243:1234$湖南电信组播1
CHC动作电影,http://171.117.201.14:8084/rtp/226.0.2.94:8012
CHC动作电影,http://gzly.softether.net:6005/udp/239.252.219.85:5140
CHC动作电影,http://www.yao87.com:4022/udp/239.76.245.243:1234
CHC动作电影,http://www.8700956.top:18888/rtp/239.81.0.239:4056
CHC动作电影,http://istore4.qnas.net:8889/udp/226.0.2.94:8012
CHC动作电影,http://60.220.167.133:8082/rtp/226.0.2.94:8012
CHC动作电影,http://171.117.201.14:8083/rtp/226.0.2.94:8012
CHC家庭影院,http://171.117.201.14:8084/rtp/226.0.2.240:9820
CHC家庭影院,http://www.yao87.com:4022/udp/239.76.245.241:1234
CHC家庭影院,http://gzly.softether.net:6005/udp/239.252.219.84:5140
CHC家庭影院,http://171.117.201.14:8085/rtp/226.0.2.240:9820
CHC家庭影院,http://110.52.99.109:9901/tsfile/live/1035_1.m3u8
CHC家庭影院,http://nas.tuyuannet.cn:8800/udp/239.37.0.188:5540
CHC家庭影院,http://www.8700956.top:18888/rtp/239.81.0.238:4056
CHC家庭影院,http://www.yao87.com:4022/udp/239.76.245.241:1234$湖南电信组播1
CHC家庭影院,http://60.220.167.133:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://171.117.201.14:8082/rtp/226.0.2.240:9820
CHC高清电影,http://110.52.99.109:9901/tsfile/live/1033_1.m3u8
CHC高清电影,http://171.117.201.14:8082/rtp/226.0.2.93:8004
CHC高清电影,http://171.117.201.14:8084/rtp/226.0.2.93:8004
CHC高清电影,http://www.8700956.top:18888/rtp/239.81.0.240:4056
CHC高清电影,http://istore4.qnas.net:8889/udp/226.0.2.93:8004
CHC高清电影,http://171.117.201.14:8083/rtp/226.0.2.93:8004
CHC高清电影,http://171.117.201.14:8085/rtp/226.0.2.93:8004
CHC高清电影,http://dl.lck.xyz:4000/udp/239.77.0.27:5146
CHC高清电影,http://171.117.72.199:8084/rtp/226.0.2.93:8004
CHC高清电影,http://nas.tuyuannet.cn:8800/udp/239.37.0.187:5540
亚洲功夫台,http://diyp.112114.xyz/douyu/11849283
亚洲功夫台,http://43.138.170.29:35455/douyu/11849283
亚洲功夫台,http://epg.112114.eu.org/douyu/11849283
亚洲功夫台,https://www.goodiptv.club/douyu/11849283
全球大片,http://wouu.net:9977/udp/239.93.0.105:5140
全球大片,http://www.pr666.site:4040/udp/239.255.30.196:8231$甘肃电信组播
全球大片,http://www.pr666.site:4040/udp/239.255.30.196:8231
全球大片,http://php.jdshipin.com:8880/bst.php?id=qqdp8m/8000000
冰冰经典,http://159.75.85.63:35455/douyu/74374
冰冰经典,http://43.138.170.29:35455/douyu/74374
凌儿影院,http://159.75.85.63:35455/douyu/1377142
凌儿影院,https://www.goodiptv.club/douyu/1377142
劲爆电影,http://rt4.orangevip.top:8999/rtp/232.0.0.155:1234
华语影院,http://www.pr666.site:4040/udp/239.255.30.193:8231
华语影院,http://www.pr666.site:4040/udp/239.255.30.193:8231$甘肃电信组播
华语影院,http://wouu.net:9977/udp/239.93.0.138:5140
华语影院,http://php.jdshipin.com:8880/bst.php?id=hyyy8m/8000000
可乐影院,http://159.75.85.63:35455/douyu/20415
吃米滴虫,http://159.75.85.63:35455/douyu/263824
吃米滴虫,http://maomao.kandiantv.cn/douyu1.php?id=263824
吃米滴虫,http://159.75.85.63:35455/douyu/315457
吃米滴虫,http://159.75.85.63:35455/douyu/263824
吃米滴虫,http://43.138.170.29:35455/douyu/315457
吃米滴虫,https://www.goodiptv.club/douyu/315457
喜剧电影,http://159.75.85.63:35455/douyu/9292492
喜剧电影,http://43.138.170.29:35455/douyu/9292492
