臺灣 Taiwan,#genre#
HBO Hits,http://mhq.520131498.xyz/Smartv.php?id=Hbohits
HBO Signature,http://mhq.520131498.xyz/Smartv.php?id=Hbosignature
HBO_HD,http://mhq.520131498.xyz/Smartv.php?id=hbohd_twn
HBO_HITS,http://mhq.520131498.xyz/Smartv.php?id=hbohits_twn
Hits Movie,http://mhq.520131498.xyz/Smartv.php?id=Hitsmovie
Hits,http://mhq.520131498.xyz/Smartv.php?id=Hits
Hollywood Movies,http://mhq.520131498.xyz/Smartv.php?id=hollywoodmovies_twn
Movies Now HD,http://mhq.520131498.xyz/Smartv.php?id=moviesnow_raj
One,http://mhq.520131498.xyz/Smartv.php?id=One_mega
Paramount Network,http://mhq.520131498.xyz/Smartv.php?id=Paramountnetwork
Rock Actions,http://mhq.520131498.xyz/Smartv.php?id=Rockaction
Rock Entertainment,http://mhq.520131498.xyz/Smartv.php?id=Rockentertain
SCM,http://mhq.520131498.xyz/Smartv.php?id=Weishimovie
Sony Pix HD,http://mhq.520131498.xyz/Smartv.php?id=sonypix_mega
Star Movies HD,http://mhq.520131498.xyz/Smartv.php?id=starmovies_raj
Thrill,http://mhq.520131498.xyz/Smartv.php?id=Thrill
Warner TV,http://mhq.520131498.xyz/Smartv.php?id=WarnerTV
tvN Movie,http://mhq.520131498.xyz/Smartv.php?id=Tvnmovie
大愛2台,http://mhq.520131498.xyz/Smartv.php?id=catchplay_twn
龍華電影,http://mhq.520131498.xyz/Smartv.php?id=xingwei_movie
東森洋片,http://mhq.520131498.xyz/Smartv.php?id=ettvwestern
東森電影,http://mhq.520131498.xyz/Smartv.php?id=ettvmovie
美亞電影,http://mhq.520131498.xyz/Smartv.php?id=meiyamovie_twn
龍華洋片,http://mhq.520131498.xyz/Smartv.php?id=lunghuawestern_twn
龍祥时代,http://mhq.520131498.xyz/Smartv.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,http://mhq.520131498.xyz/Smartv.php?id=asiatravel_twn
Animal Planet (Eng),http://mhq.520131498.xyz/Smartv.php?id=AnimalPlanet
Animal_Planet,http://mhq.520131498.xyz/Smartv.php?id=animalplanet_twn
Asia Travel,http://mhq.520131498.xyz/Smartv.php?id=asiatravel_twn
BBC Earth HD,http://mhq.520131498.xyz/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,http://mhq.520131498.xyz/Smartv.php?id=bbclifestyle_twn
CI,http://mhq.520131498.xyz/Smartv.php?id=ci_twn
Discovery Asia,http://mhq.520131498.xyz/Smartv.php?id=discoverytwn_twn
Discovery HD,http://mhq.520131498.xyz/Smartv.php?id=discoveryhd_twn
Fashion TV,http://mhq.520131498.xyz/Smartv.php?id=fashiontv_twn
Foodnetwork Hd,http://mhq.520131498.xyz/Smartv.php?id=Foodnetwork_mega
HGTV,http://mhq.520131498.xyz/Smartv.php?id=HGTV
History,http://mhq.520131498.xyz/Smartv.php?id=History
MTV Live,http://mhq.520131498.xyz/Smartv.php?id=mtvhd_twn
NatGeo HD,http://mhq.520131498.xyz/Smartv.php?id=Natgeo
NatGeo Wild HD,http://mhq.520131498.xyz/Smartv.php?id=Natgeowild
NatGeo_Wild HD,http://mhq.520131498.xyz/Smartv.php?id=natgeowild_twn
Natgeo_HD,http://mhq.520131498.xyz/Smartv.php?id=natgeohd_twn
TLC,http://mhq.520131498.xyz/Smartv.php?id=Tlc
TLC Asia,http://mhq.520131498.xyz/Smartv.php?id=tlc_twn
亞洲美食,http://mhq.520131498.xyz/Smartv.php?id=afc_twn
美食星球,http://mhq.520131498.xyz/Smartv.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,http://mhq.520131498.xyz/Smartv.php?id=abcnews_glo
Al-Jazeera,http://mhq.520131498.xyz/Smartv.php?id=aljazeera_twn
BBC World News,http://mhq.520131498.xyz/Smartv.php?id=Bbcnews
BBC World News,http://mhq.520131498.xyz/Smartv.php?id=bbcnews_twn
Bloomberg News,http://mhq.520131498.xyz/Smartv.php?id=bloomberg_twn
CBS HD,http://mhq.520131498.xyz/Smartv.php?id=cbshd_glo
CBSN HD,http://mhq.520131498.xyz/Smartv.php?id=cbsn_glo
CGTN,http://mhq.520131498.xyz/Smartv.php?id=CGTN
CNA,http://mhq.520131498.xyz/Smartv.php?id=cna
CNBC,http://mhq.520131498.xyz/Smartv.php?id=cnbc_twn
CNN International,http://mhq.520131498.xyz/Smartv.php?id=Cnn
CNN(備用),http://mhq.520131498.xyz/Smartv.php?id=cnn_twn
DW (Deutsch),http://mhq.520131498.xyz/Smartv.php?id=dw_twn
Fox News,http://mhq.520131498.xyz/Smartv.php?id=foxnews_twn
France 24,http://mhq.520131498.xyz/Smartv.php?id=france24_twn
NHK World,http://mhq.520131498.xyz/Smartv.php?id=nhkworld_japan
Skynews,http://mhq.520131498.xyz/Smartv.php?id=skynews_antik
東森財經新聞,http://mhq.520131498.xyz/Smartv.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,http://mhq.520131498.xyz/Smartv.php?id=Animax
Baby TV Eng,http://mhq.520131498.xyz/Smartv.php?id=Babytv
Baby TV,http://mhq.520131498.xyz/Smartv.php?id=babytv_twn
Boomerang Taiwan,http://mhq.520131498.xyz/Smartv.php?id=boomerang_twn
Boomerang,http://mhq.520131498.xyz/Smartv.php?id=Boomerang
CBeebies,http://mhq.520131498.xyz/Smartv.php?id=Cbeebies
Cartoon Network,http://mhq.520131498.xyz/Smartv.php?id=Cn
Disney Taiwan,http://mhq.520131498.xyz/Smartv.php?id=disneytwn_twn
Kids TV,http://mhq.520131498.xyz/Smartv.php?id=KidsTV
MiaoMi,http://mhq.520131498.xyz/Smartv.php?id=MiaoMi
Momo TV,http://mhq.520131498.xyz/Smartv.php?id=momo1_twn
Nick Jr,http://mhq.520131498.xyz/Smartv.php?id=Nickjr
Nickelodeon,http://mhq.520131498.xyz/Smartv.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://mhq.520131498.xyz/Smartv.php?id=yoyo_twn
靖天卡通台,http://mhq.520131498.xyz/Smartv.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin,http://mhq.520131498.xyz/Smartv.php?id=amarin_pat
Ch 8,http://mhq.520131498.xyz/Smartv.php?id=ch8_pat
Channel 3 Thailand,http://mhq.520131498.xyz/Smartv.php?id=ch3_pat
Channel 5 Thailand,http://mhq.520131498.xyz/Smartv.php?id=ch5_pat
Channel 7 Thailand,http://mhq.520131498.xyz/Smartv.php?id=ch7_pat
Gmm Channel,http://mhq.520131498.xyz/Smartv.php?id=gmmchannel_pat
GmmOne,http://mhq.520131498.xyz/Smartv.php?id=gmmone_pat
MCOT HD Thailand-1,http://mhq.520131498.xyz/Smartv.php?id=mcot_pat
Mono,http://mhq.520131498.xyz/Smartv.php?id=mono_pat
Nation,http://mhq.520131498.xyz/Smartv.php?id=nation_pat
Nbt,http://mhq.520131498.xyz/Smartv.php?id=nbt_pat
New,http://mhq.520131498.xyz/Smartv.php?id=new_pat
PPTV Thailand1,http://mhq.520131498.xyz/Smartv.php?id=pptv_pat
TPTV,http://mhq.520131498.xyz/Smartv.php?id=tptv_pat
Thai Thai,http://mhq.520131498.xyz/Smartv.php?id=thaithai_pat
Thairath,http://mhq.520131498.xyz/Smartv.php?id=thairath_pat
Tnn24,http://mhq.520131498.xyz/Smartv.php?id=tnn24_pat
Workpoint,http://mhq.520131498.xyz/Smartv.php?id=workpoint_pat
tpbs,http://mhq.520131498.xyz/Smartv.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,http://mhq.520131498.xyz/Smartv.php?id=aljazeera_twn
Animal Planet (Eng),http://mhq.520131498.xyz/Smartv.php?id=AnimalPlanet
Axn HD,http://mhq.520131498.xyz/Smartv.php?id=Axn
BBC 1,http://mhq.520131498.xyz/Smartv.php?id=bbc1_antik
BBC 2,http://mhq.520131498.xyz/Smartv.php?id=bbc2_antik
BBC Earth HD,http://mhq.520131498.xyz/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,http://mhq.520131498.xyz/Smartv.php?id=bbclifestyle_twn
BBC World News,http://mhq.520131498.xyz/Smartv.php?id=bbcworldnews_antik
Bloomberg News,http://mhq.520131498.xyz/Smartv.php?id=bloomberg_twn
Boomerang,http://mhq.520131498.xyz/Smartv.php?id=Boomerang
CBBC,http://mhq.520131498.xyz/Smartv.php?id=cbbc_antik
CBeebies,http://mhq.520131498.xyz/Smartv.php?id=Cbeebies
CGTN,http://mhq.520131498.xyz/Smartv.php?id=CGTN
CNBC,http://mhq.520131498.xyz/Smartv.php?id=cnbc_twn
Channel 4,http://mhq.520131498.xyz/Smartv.php?id=channel4_antik
DW (Deutsch),http://mhq.520131498.xyz/Smartv.php?id=dw_twn
Euronews,http://mhq.520131498.xyz/Smartv.php?id=euronews_antik
France 24,http://mhq.520131498.xyz/Smartv.php?id=france24_twn
Freesports,http://mhq.520131498.xyz/Smartv.php?id=freesports_antik
HBO HD,http://mhq.520131498.xyz/Smartv.php?id=Hbo
HGTV,http://mhq.520131498.xyz/Smartv.php?id=HGTV
History,http://mhq.520131498.xyz/Smartv.php?id=History
Hits Movie,http://mhq.520131498.xyz/Smartv.php?id=Hitsmovie
Kids TV,http://mhq.520131498.xyz/Smartv.php?id=KidsTV
MTV Live,http://mhq.520131498.xyz/Smartv.php?id=mtvhd_twn
More4,http://mhq.520131498.xyz/Smartv.php?id=more4_antik
NHK World,http://mhq.520131498.xyz/Smartv.php?id=nhkworld_japan
NatGeo HD,http://mhq.520131498.xyz/Smartv.php?id=Natgeo
NatGeo Wild HD,http://mhq.520131498.xyz/Smartv.php?id=Natgeowild
Nick Jr,http://mhq.520131498.xyz/Smartv.php?id=Nickjr
Nickelodeon,http://mhq.520131498.xyz/Smartv.php?id=Nickelodeon
Pick TV,http://mhq.520131498.xyz/Smartv.php?id=picktv_antik
Skynews,http://mhq.520131498.xyz/Smartv.php?id=skynews_antik
Skysports Arena,http://mhq.520131498.xyz/Smartv.php?id=tiankongarena
Skysports Cricket,http://mhq.520131498.xyz/Smartv.php?id=tiankongcricket
Skysports EPL,http://mhq.520131498.xyz/Smartv.php?id=tiankongepl
Skysports F1,http://mhq.520131498.xyz/Smartv.php?id=tiankongf1
Skysports Football,http://mhq.520131498.xyz/Smartv.php?id=tiankongfootball
Skysports Golf,http://mhq.520131498.xyz/Smartv.php?id=tiankonggolf
Skysports Main Event,http://mhq.520131498.xyz/Smartv.php?id=tiankongmain
Skysports News,http://mhq.520131498.xyz/Smartv.php?id=tiankongnews
Star Movies HD,http://mhq.520131498.xyz/Smartv.php?id=starmovies_raj
TLC,http://mhq.520131498.xyz/Smartv.php?id=Tlc
Thrill,http://mhq.520131498.xyz/Smartv.php?id=Thrill
Warner TV,http://mhq.520131498.xyz/Smartv.php?id=WarnerTV
itv 1,http://mhq.520131498.xyz/Smartv.php?id=itv1_antik
itv 2,http://mhq.520131498.xyz/Smartv.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,http://mhq.520131498.xyz/Smartv.php?id=viet_antv
BPTV 2,http://mhq.520131498.xyz/Smartv.php?id=viet_bptv2
BRT HD,http://mhq.520131498.xyz/Smartv.php?id=viet_brt
Ca Mau TV,http://mhq.520131498.xyz/Smartv.php?id=viet_camautv
Danang TV1 HD,http://mhq.520131498.xyz/Smartv.php?id=viet_danangtv1
Danang TV2 HD,http://mhq.520131498.xyz/Smartv.php?id=viet_danangtv2
HBTV HD,http://mhq.520131498.xyz/Smartv.php?id=viet_hbtv
HTV 7,http://mhq.520131498.xyz/Smartv.php?id=viet_htv7
HTV 9,http://mhq.520131498.xyz/Smartv.php?id=viet_htv9
PTTH 1,http://mhq.520131498.xyz/Smartv.php?id=viet_ptth1
VTV 1,http://mhq.520131498.xyz/Smartv.php?id=viet_vtv1
VTV 7,http://mhq.520131498.xyz/Smartv.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,http://mhq.520131498.xyz/Smartv.php?id=allthekpop_korea
Apps TV,http://mhq.520131498.xyz/Smartv.php?id=appongoogle_korea
Arirang HD,http://mhq.520131498.xyz/Smartv.php?id=arirang_korea
CBS,http://mhq.520131498.xyz/Smartv.php?id=cbs_korea
CGNTV,http://mhq.520131498.xyz/Smartv.php?id=cgntv_korea
EBS 1,http://mhq.520131498.xyz/Smartv.php?id=ebs1_korea
EBS Kids,http://mhq.520131498.xyz/Smartv.php?id=ebskids_korea
EBS Plus2,http://mhq.520131498.xyz/Smartv.php?id=ebsplus2_korea
EBS2,http://mhq.520131498.xyz/Smartv.php?id=ebs2_korea
J the Kpop,http://mhq.520131498.xyz/Smartv.php?id=jthekpop_korea
KBS World 24,http://mhq.520131498.xyz/Smartv.php?id=kbsworld24_korea
SBS Plus,http://mhq.520131498.xyz/Smartv.php?id=sbsplus_korea
YTN DMB,http://mhq.520131498.xyz/Smartv.php?id=ytndmb_korea
YTN Korean,http://mhq.520131498.xyz/Smartv.php?id=ytnkorean_korea
YTN Science,http://mhq.520131498.xyz/Smartv.php?id=ytnscience_korea
YTN,http://mhq.520131498.xyz/Smartv.php?id=ytn_korea
Yonhap News,http://mhq.520131498.xyz/Smartv.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS,http://mhq.520131498.xyz/Smartv.php?id=bstbs_japan
BSジャパン 181,http://mhq.520131498.xyz/Smartv.php?id=bs181_japan
BSフジ BS Fuji,http://mhq.520131498.xyz/Smartv.php?id=bsfuji_japan
CNA Japan,http://mhq.520131498.xyz/Smartv.php?id=cna_japan
JET 綜合,http://mhq.520131498.xyz/Smartv.php?id=jettv_japan
NHK Oaska,http://mhq.520131498.xyz/Smartv.php?id=nhkosaka_japan
NHK World,http://mhq.520131498.xyz/Smartv.php?id=nhkworld_japan
NHK-E,http://mhq.520131498.xyz/Smartv.php?id=nhke_japan
NHK-総合-2,http://mhq.520131498.xyz/Smartv.php?id=nhkg_japan
NHKBS1,http://mhq.520131498.xyz/Smartv.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://mhq.520131498.xyz/Smartv.php?id=nhkpremium_japan
TOKYOMX,http://mhq.520131498.xyz/Smartv.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://mhq.520131498.xyz/Smartv.php?id=asahitv_japan
テレビ東京 Tokyo TV,http://mhq.520131498.xyz/Smartv.php?id=tokyotv_japan




